	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																		
2/5/2024	DRG	5993	APR-DRG 751-4	MAJOR DEPRESSIVE DISORDERS AND OTHER OR UNSPECIFIED PSYCHOSES	751-4	IP					51711.9	33612.74	550	31410.05	28554.59	N/A	N/A	N/A	31410.05	N/A	29411.23	N/A	N/A	23113.22	N/A	22677.12	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22895.17	N/A
2/5/2024	DRG	5994	APR-DRG 752-1	DISORDERS OF PERSONALITY AND IMPULSE CONTROL	752-1	IP					38000.1	24700.07	550	9757.06	8870.05	N/A	N/A	N/A	9757.06	N/A	9136.15	N/A	N/A	7219.61	N/A	7083.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7151.5	N/A
2/5/2024	DRG	5995	APR-DRG 752-2	DISORDERS OF PERSONALITY AND IMPULSE CONTROL	752-2	IP					44295.7	28792.21	550	9757.06	8870.05	N/A	N/A	N/A	9757.06	N/A	9136.15	N/A	N/A	7219.61	N/A	7083.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7151.5	N/A
2/5/2024	DRG	5996	APR-DRG 752-3	DISORDERS OF PERSONALITY AND IMPULSE CONTROL	752-3	IP					7448.25	4841.36	550	9757.06	8870.05	N/A	N/A	N/A	9757.06	N/A	9136.15	N/A	N/A	7219.61	N/A	7083.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7151.5	N/A
2/5/2024	DRG	5997	APR-DRG 753-1	BIPOLAR DISORDERS	753-1	IP					92702.45	60256.59	550	7364.87	6695.34	N/A	N/A	N/A	7364.87	N/A	6896.2	N/A	N/A	5463.72	N/A	5360.63	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5412.17	N/A
2/5/2024	DRG	5998	APR-DRG 753-2	BIPOLAR DISORDERS	753-2	IP					45448.3	29541.4	550	8220.33	7473.03	N/A	N/A	N/A	8220.33	N/A	7697.22	N/A	N/A	6091.64	N/A	5976.7	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6034.17	N/A
2/5/2024	DRG	5999	APR-DRG 753-3	BIPOLAR DISORDERS	753-3	IP					34474.58	22408.48	550	12099.46	10999.51	N/A	N/A	N/A	12099.46	N/A	11329.5	N/A	N/A	8938.97	N/A	8770.31	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8854.64	N/A
2/5/2024	DRG	6000	APR-DRG 753-4	BIPOLAR DISORDERS	753-4	IP					25284.7	16435.06	550	31005.65	28186.95	N/A	N/A	N/A	31005.65	N/A	29032.56	N/A	N/A	22816.38	N/A	22385.89	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22601.13	N/A
2/5/2024	DRG	6001	APR-DRG 754-1	DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER	754-1	IP					37827.5	24587.88	550	8030.58	7300.53	N/A	N/A	N/A	8030.58	N/A	7519.55	N/A	N/A	5952.36	N/A	5840.05	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5896.2	N/A
2/5/2024	DRG	6002	APR-DRG 754-2	DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER	754-2	IP					58323.45	37910.24	550	9608.78	8735.25	N/A	N/A	N/A	9608.78	N/A	8997.31	N/A	N/A	7110.78	N/A	6976.61	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7043.69	N/A
2/5/2024	DRG	6003	APR-DRG 754-3	DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER	754-3	IP					118394.95	76956.72	550	13671.43	12428.57	N/A	N/A	N/A	13671.43	N/A	12801.43	N/A	N/A	10092.82	N/A	9902.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9997.61	N/A
2/5/2024	DRG	6004	APR-DRG 754-4	DEPRESSION EXCEPT MAJOR DEPRESSIVE DISORDER	754-4	IP					597400	388310	550	208971.68	154430.88	N/A	N/A	N/A	169873.97	N/A	159063.81	N/A	N/A	208971.68	N/A	205028.81	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	207000.24	N/A
2/5/2024	DRG	6005	APR-DRG 755-1	ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES	755-1	IP					12909.7	8391.31	550	7860.52	7145.93	N/A	N/A	N/A	7860.52	N/A	7360.31	N/A	N/A	5827.53	N/A	5717.58	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5772.55	N/A
2/5/2024	DRG	6006	APR-DRG 755-2	ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES	755-2	IP					17883.91	11624.54	550	10376.09	9432.81	N/A	N/A	N/A	10376.09	N/A	9715.79	N/A	N/A	7674	N/A	7529.2	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7601.6	N/A
2/5/2024	DRG	6007	APR-DRG 755-3	ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES	755-3	IP					43358.3	28182.9	550	14254.19	12958.35	N/A	N/A	N/A	14254.19	N/A	13347.1	N/A	N/A	10520.56	N/A	10322.06	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10421.31	N/A
2/5/2024	DRG	6008	APR-DRG 755-4	ADJUSTMENT DISORDERS AND NEUROSES EXCEPT DEPRESSIVE DIAGNOSES	755-4	IP					52438.39	34084.95	550	14254.19	12958.35	N/A	N/A	N/A	14254.19	N/A	13347.1	N/A	N/A	10520.56	N/A	10322.06	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10421.31	N/A
2/5/2024	DRG	6009	APR-DRG 756-1	ACUTE ANXIETY AND DELIRIUM STATES	756-1	IP					4299.35	2794.58	550	8057.53	7325.03	N/A	N/A	N/A	8057.53	N/A	7544.78	N/A	N/A	5972.15	N/A	5859.46	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5915.81	N/A
2/5/2024	DRG	6010	APR-DRG 756-2	ACUTE ANXIETY AND DELIRIUM STATES	756-2	IP					8615.85	5600.3	550	9209.56	8372.33	N/A	N/A	N/A	9209.56	N/A	8623.5	N/A	N/A	6817.74	N/A	6689.1	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6753.42	N/A
2/5/2024	DRG	6011	APR-DRG 756-3	ACUTE ANXIETY AND DELIRIUM STATES	756-3	IP					5952.25	3868.96	550	10399.94	9454.49	N/A	N/A	N/A	10399.94	N/A	9738.12	N/A	N/A	7691.51	N/A	7546.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7618.95	N/A
2/5/2024	DRG	6012	APR-DRG 756-4	ACUTE ANXIETY AND DELIRIUM STATES	756-4	IP					72875.24	47368.91	550	13308.5	12098.64	N/A	N/A	N/A	13308.5	N/A	12461.6	N/A	N/A	9826.43	N/A	9641.03	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9733.73	N/A
2/5/2024	DRG	6013	APR-DRG 757-1	ORGANIC MENTAL HEALTH DISTURBANCES	757-1	IP					21528.9	13993.79	550	15474.64	14067.85	N/A	N/A	N/A	15474.64	N/A	14489.89	N/A	N/A	11416.4	N/A	11201	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11308.7	N/A
2/5/2024	DRG	6014	APR-DRG 757-2	ORGANIC MENTAL HEALTH DISTURBANCES	757-2	IP					78084.65	50755.02	550	18387.35	16715.77	N/A	N/A	N/A	18387.35	N/A	17217.24	N/A	N/A	13554.37	N/A	13298.63	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13426.5	N/A
2/5/2024	DRG	6015	APR-DRG 757-3	ORGANIC MENTAL HEALTH DISTURBANCES	757-3	IP					69615.6	45250.14	550	18387.35	16715.77	N/A	N/A	N/A	18387.35	N/A	17217.24	N/A	N/A	13554.37	N/A	13298.63	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13426.5	N/A
2/5/2024	DRG	6016	APR-DRG 757-4	ORGANIC MENTAL HEALTH DISTURBANCES	757-4	IP					38466	25002.9	550	18387.35	16715.77	N/A	N/A	N/A	18387.35	N/A	17217.24	N/A	N/A	13554.37	N/A	13298.63	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13426.5	N/A
2/5/2024	DRG	6017	APR-DRG 758-1	BEHAVIORAL DISORDERS	758-1	IP					43963.55	28576.31	550	14274.92	12977.2	N/A	N/A	N/A	14274.92	N/A	13366.52	N/A	N/A	10535.79	N/A	10337	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10436.39	N/A
2/5/2024	DRG	6018	APR-DRG 758-2	BEHAVIORAL DISORDERS	758-2	IP					77755.1	50540.82	550	20890.47	18991.34	N/A	N/A	N/A	20890.47	N/A	19561.08	N/A	N/A	15391.71	N/A	15101.3	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15246.5	N/A
2/5/2024	DRG	6019	APR-DRG 758-3	BEHAVIORAL DISORDERS	758-3	IP					17624.1	11455.67	550	33360.5	30327.73	N/A	N/A	N/A	33360.5	N/A	31237.56	N/A	N/A	24544.87	N/A	24081.76	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	24313.32	N/A
2/5/2024	DRG	6020	APR-DRG 758-4	BEHAVIORAL DISORDERS	758-4	IP					296557.32	192762.26	550	69803.61	45232.94	N/A	N/A	N/A	49756.23	N/A	46589.93	N/A	N/A	69803.61	N/A	68486.56	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	69145.08	N/A
2/5/2024	DRG	6021	APR-DRG 759-1	EATING DISORDERS	759-1	IP					20229.28	13149.03	550	18094.93	16449.94	N/A	N/A	N/A	18094.93	N/A	16943.44	N/A	N/A	13339.74	N/A	13088.05	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13213.89	N/A
2/5/2024	DRG	6022	APR-DRG 759-2	EATING DISORDERS	759-2	IP					9613.15	6248.55	550	18094.93	16449.94	N/A	N/A	N/A	18094.93	N/A	16943.44	N/A	N/A	13339.74	N/A	13088.05	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13213.89	N/A
2/5/2024	DRG	6023	APR-DRG 759-3	EATING DISORDERS	759-3	IP					49167.09	31958.61	550	22024.87	20022.61	N/A	N/A	N/A	22024.87	N/A	20623.29	N/A	N/A	16224.36	N/A	15918.24	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16071.3	N/A
2/5/2024	DRG	6024	APR-DRG 759-4	EATING DISORDERS	759-4	IP					30803.55	20022.31	550	22024.87	20022.61	N/A	N/A	N/A	22024.87	N/A	20623.29	N/A	N/A	16224.36	N/A	15918.24	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16071.3	N/A
2/5/2024	DRG	6025	APR-DRG 760-1	OTHER MENTAL HEALTH DISORDERS	760-1	IP					148552.4	96559.06	550	12446.83	11315.3	N/A	N/A	N/A	12446.83	N/A	11654.76	N/A	N/A	9193.94	N/A	9020.47	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9107.21	N/A
2/5/2024	DRG	6026	APR-DRG 760-2	OTHER MENTAL HEALTH DISORDERS	760-2	IP					8495.5	5522.08	550	13831.11	12573.74	N/A	N/A	N/A	13831.11	N/A	12950.95	N/A	N/A	10210.04	N/A	10017.39	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10113.72	N/A
2/5/2024	DRG	6027	APR-DRG 760-3	OTHER MENTAL HEALTH DISORDERS	760-3	IP					90620.35	58903.23	550	22598.29	20543.9	N/A	N/A	N/A	22598.29	N/A	21160.22	N/A	N/A	16645.26	N/A	16331.2	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16488.23	N/A
2/5/2024	DRG	6028	APR-DRG 760-4	OTHER MENTAL HEALTH DISORDERS	760-4	IP					164623.04	107004.98	550	22598.29	20543.9	N/A	N/A	N/A	22598.29	N/A	21160.22	N/A	N/A	16645.26	N/A	16331.2	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16488.23	N/A
2/5/2024	DRG	6029	APR-DRG 770-1	"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE"	770-1	IP					29645	19269.25	550	3816.53	3469.57	N/A	N/A	N/A	3816.53	N/A	3573.66	N/A	N/A	2859.18	N/A	2805.23	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2832.21	N/A
2/5/2024	DRG	6030	APR-DRG 770-2	"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE"	770-2	IP					15494.85	10071.65	550	5081.57	4619.61	N/A	N/A	N/A	5081.57	N/A	4758.2	N/A	N/A	3787.74	N/A	3716.27	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3752.01	N/A
2/5/2024	DRG	6031	APR-DRG 770-3	"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE"	770-3	IP					16180.6	10517.39	550	8599.84	7818.04	N/A	N/A	N/A	8599.84	N/A	8052.58	N/A	N/A	6370.21	N/A	6250.02	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6310.11	N/A
2/5/2024	DRG	6032	APR-DRG 770-4	"DRUG AND ALCOHOL ABUSE OR DEPENDENCE, LEFT AGAINST MEDICAL ADVICE"	770-4	IP					64488.75	41917.69	550	17289.25	15717.5	N/A	N/A	N/A	17289.25	N/A	16189.02	N/A	N/A	12748.36	N/A	12507.82	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12628.09	N/A
2/5/2024	DRG	6033	APR-DRG 772-1	ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY	772-1	IP					56679.35	36841.58	550	4591.11	4173.74	N/A	N/A	N/A	4591.11	N/A	4298.95	N/A	N/A	3427.73	N/A	3363.06	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3395.4	N/A
2/5/2024	DRG	6034	APR-DRG 772-2	ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY	772-2	IP					22912.9	14893.39	550	4844.11	4403.74	N/A	N/A	N/A	4844.11	N/A	4535.85	N/A	N/A	3613.44	N/A	3545.27	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3579.36	N/A
2/5/2024	DRG	6035	APR-DRG 772-3	ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY	772-3	IP					55642.95	36167.92	550	6708.5	6098.64	N/A	N/A	N/A	6708.5	N/A	6281.6	N/A	N/A	4981.94	N/A	4887.94	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4934.94	N/A
2/5/2024	DRG	6036	APR-DRG 772-4	ALCOHOL AND DRUG DEPENDENCE WITH REHABILITATION AND/OR DETOXIFICATION THERAPY	772-4	IP					58960.47	38324.31	550	6708.5	6098.64	N/A	N/A	N/A	6708.5	N/A	6281.6	N/A	N/A	4981.94	N/A	4887.94	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4934.94	N/A
2/5/2024	DRG	6037	APR-DRG 773-1	OPIOID ABUSE AND DEPENDENCE	773-1	IP					24550	15957.5	550	5693.36	5175.78	N/A	N/A	N/A	5693.36	N/A	5331.05	N/A	N/A	4236.8	N/A	4156.86	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4196.83	N/A
2/5/2024	DRG	6038	APR-DRG 773-2	OPIOID ABUSE AND DEPENDENCE	773-2	IP					9472.65	6157.22	550	6146.49	5587.72	N/A	N/A	N/A	6146.49	N/A	5755.35	N/A	N/A	4569.41	N/A	4483.19	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4526.3	N/A
2/5/2024	DRG	6039	APR-DRG 773-3	OPIOID ABUSE AND DEPENDENCE	773-3	IP					49772.98	32352.44	550	10619.77	9654.34	N/A	N/A	N/A	10619.77	N/A	9943.97	N/A	N/A	7852.86	N/A	7704.69	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7778.78	N/A
2/5/2024	DRG	6040	APR-DRG 773-4	OPIOID ABUSE AND DEPENDENCE	773-4	IP					48347.42	31425.82	550	20902.93	19002.66	N/A	N/A	N/A	20902.93	N/A	19572.74	N/A	N/A	15400.84	N/A	15110.25	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15255.54	N/A
2/5/2024	DRG	6041	APR-DRG 774-1	COCAINE ABUSE AND DEPENDENCE	774-1	IP					18943.65	12313.37	550	6098.8	5544.36	N/A	N/A	N/A	6098.8	N/A	5710.69	N/A	N/A	4534.39	N/A	4448.84	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4491.62	N/A
2/5/2024	DRG	6042	APR-DRG 774-2	COCAINE ABUSE AND DEPENDENCE	774-2	IP					77748.75	50536.69	550	6460.67	5873.34	N/A	N/A	N/A	6460.67	N/A	6049.54	N/A	N/A	4800.03	N/A	4709.46	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4754.75	N/A
2/5/2024	DRG	6043	APR-DRG 774-3	COCAINE ABUSE AND DEPENDENCE	774-3	IP					76377.3	49645.25	550	10235.07	9304.61	N/A	N/A	N/A	10235.07	N/A	9583.75	N/A	N/A	7570.49	N/A	7427.65	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7499.07	N/A
2/5/2024	DRG	6044	APR-DRG 774-4	COCAINE ABUSE AND DEPENDENCE	774-4	IP					229599.83	149239.89	550	37439.7	19207.89	N/A	N/A	N/A	21128.68	N/A	19784.13	N/A	N/A	37439.7	N/A	36733.29	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	37086.49	N/A
2/5/2024	DRG	6045	APR-DRG 775-1	ALCOHOL ABUSE AND DEPENDENCE	775-1	IP					6072.1	3946.87	550	5957.78	5416.16	N/A	N/A	N/A	5957.78	N/A	5578.64	N/A	N/A	4430.88	N/A	4347.28	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4389.08	N/A
2/5/2024	DRG	6046	APR-DRG 775-2	ALCOHOL ABUSE AND DEPENDENCE	775-2	IP					12313.38	8003.7	550	7748.53	7044.12	N/A	N/A	N/A	7748.53	N/A	7255.44	N/A	N/A	5745.33	N/A	5636.92	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5691.13	N/A
2/5/2024	DRG	6047	APR-DRG 775-3	ALCOHOL ABUSE AND DEPENDENCE	775-3	IP					26542.95	17252.92	550	11871.33	10792.12	N/A	N/A	N/A	11871.33	N/A	11115.88	N/A	N/A	8771.52	N/A	8606.02	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8688.77	N/A
2/5/2024	DRG	6048	APR-DRG 775-4	ALCOHOL ABUSE AND DEPENDENCE	775-4	IP					66040.51	42926.33	550	24310.24	22100.22	N/A	N/A	N/A	24310.24	N/A	22763.23	N/A	N/A	17901.86	N/A	17564.09	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17732.98	N/A
2/5/2024	DRG	6049	APR-DRG 776-1	OTHER DRUG ABUSE AND DEPENDENCE	776-1	IP					41659.95	27078.97	550	8075.17	7341.06	N/A	N/A	N/A	8075.17	N/A	7561.29	N/A	N/A	5985.09	N/A	5872.16	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5928.63	N/A
2/5/2024	DRG	6050	APR-DRG 776-2	OTHER DRUG ABUSE AND DEPENDENCE	776-2	IP					73361.61	47685.05	550	8075.17	7341.06	N/A	N/A	N/A	8075.17	N/A	7561.29	N/A	N/A	5985.09	N/A	5872.16	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5928.63	N/A
2/5/2024	DRG	6051	APR-DRG 776-3	OTHER DRUG ABUSE AND DEPENDENCE	776-3	IP					8687.4	5646.81	550	11822.6	10747.82	N/A	N/A	N/A	11822.6	N/A	11070.25	N/A	N/A	8735.76	N/A	8570.93	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8653.34	N/A
2/5/2024	DRG	6052	APR-DRG 776-4	OTHER DRUG ABUSE AND DEPENDENCE	776-4	IP					130541.8	84852.17	550	11822.6	10747.82	N/A	N/A	N/A	11822.6	N/A	11070.25	N/A	N/A	8735.76	N/A	8570.93	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8653.34	N/A
2/5/2024	DRG	6053	APR-DRG 791-1	O.R. PROCEDURE FOR OTHER COMPLICATIONS OF TREATMENT	791-1	IP					65484.2	42564.73	550	10905.96	9914.51	N/A	N/A	N/A	10905.96	N/A	10211.95	N/A	N/A	8062.93	N/A	7910.8	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7986.87	N/A
2/5/2024	DRG	6054	APR-DRG 791-2	O.R. PROCEDURE FOR OTHER COMPLICATIONS OF TREATMENT	791-2	IP					115999.07	75399.4	550	15401.01	14000.92	N/A	N/A	N/A	15401.01	N/A	14420.95	N/A	N/A	11362.36	N/A	11147.98	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11255.17	N/A
2/5/2024	DRG	6055	APR-DRG 791-3	O.R. PROCEDURE FOR OTHER COMPLICATIONS OF TREATMENT	791-3	IP					236736.39	153878.65	550	41202.89	22671.47	N/A	N/A	N/A	24938.62	N/A	23351.61	N/A	N/A	41202.89	N/A	40425.48	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	40814.18	N/A
2/5/2024	DRG	6056	APR-DRG 791-4	O.R. PROCEDURE FOR OTHER COMPLICATIONS OF TREATMENT	791-4	IP					242219.9	157442.94	550	54139.37	49217.61	N/A	N/A	N/A	54139.37	N/A	50694.14	N/A	N/A	45909.59	N/A	45043.37	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	45476.48	N/A
2/5/2024	DRG	6057	APR-DRG 792-1	EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	792-1	IP					34805.32	22623.46	550	15329.47	13935.88	N/A	N/A	N/A	15329.47	N/A	14353.96	N/A	N/A	11309.84	N/A	11096.45	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11203.14	N/A
2/5/2024	DRG	6058	APR-DRG 792-2	EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	792-2	IP					56094.74	36461.58	550	17120.24	15563.85	N/A	N/A	N/A	17120.24	N/A	16030.77	N/A	N/A	12624.29	N/A	12386.1	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12505.2	N/A
2/5/2024	DRG	6059	APR-DRG 792-3	EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	792-3	IP					67101.6	43616.04	550	30270.47	27518.61	N/A	N/A	N/A	30270.47	N/A	28344.17	N/A	N/A	22276.75	N/A	21856.43	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22066.59	N/A
2/5/2024	DRG	6060	APR-DRG 792-4	EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	792-4	IP					106958.1	69522.77	550	75217.91	68379.92	N/A	N/A	N/A	75217.91	N/A	70431.32	N/A	N/A	55268.8	N/A	54226	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	54747.4	N/A
2/5/2024	DRG	6061	APR-DRG 793-1	MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	793-1	IP					16698.54	10854.05	550	10392.69	9447.9	N/A	N/A	N/A	10392.69	N/A	9731.34	N/A	N/A	7686.18	N/A	7541.15	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7613.67	N/A
2/5/2024	DRG	6062	APR-DRG 793-2	MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	793-2	IP					15863.9	10311.54	550	14578.74	13253.4	N/A	N/A	N/A	14578.74	N/A	13651	N/A	N/A	10758.8	N/A	10555.8	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10657.3	N/A
2/5/2024	DRG	6063	APR-DRG 793-3	MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	793-3	IP					75169.95	48860.47	550	21704.46	19731.33	N/A	N/A	N/A	21704.46	N/A	20323.27	N/A	N/A	15989.18	N/A	15687.5	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15838.34	N/A
2/5/2024	DRG	6064	APR-DRG 793-4	MODERATELY EXTENSIVE O.R. PROCEDURES FOR OTHER COMPLICATIONS OF TREATMENT	793-4	IP					234649.59	152522.23	550	41054.43	32914.37	N/A	N/A	N/A	36205.81	N/A	33901.8	N/A	N/A	41054.43	N/A	40279.81	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	40667.12	N/A
