	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																			
2/5/2024	DRG	5329	APR-DRG 542-3	VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C	542-3	IP					16326.4	10612.16	550	8735.11	7941.01	N/A	N/A	N/A	8735.11	N/A	8179.24	N/A	N/A	6137.83	N/A	6022.03	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6079.93	N/A
2/5/2024	DRG	5330	APR-DRG 542-4	VAGINAL DELIVERY WITH O.R. PROCEDURE EXCEPT STERILIZATION AND/OR D&C	542-4	IP					31369.75	20390.34	550	20818.66	18926.05	N/A	N/A	N/A	20818.66	N/A	19493.83	N/A	N/A	14408.78	N/A	14136.92	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14272.85	N/A
2/5/2024	DRG	5331	APR-DRG 543-1	"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	543-1	IP					20549.42	13357.12	550	4429.15	4026.5	N/A	N/A	N/A	4429.15	N/A	4147.3	N/A	N/A	3190.49	N/A	3130.3	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3160.4	N/A
2/5/2024	DRG	5332	APR-DRG 543-2	"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	543-2	IP					65598	42638.7	550	5730.48	5209.53	N/A	N/A	N/A	5730.48	N/A	5365.82	N/A	N/A	4081.23	N/A	4004.23	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4042.73	N/A
2/5/2024	DRG	5333	APR-DRG 543-3	"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	543-3	IP					50804.1	33022.67	550	7292.09	6629.17	N/A	N/A	N/A	7292.09	N/A	6828.05	N/A	N/A	5150.13	N/A	5052.95	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5101.54	N/A
2/5/2024	DRG	5334	APR-DRG 543-4	"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	543-4	IP					134819.74	87632.83	550	13245.72	12041.56	N/A	N/A	N/A	13245.72	N/A	12402.81	N/A	N/A	9225.25	N/A	9051.19	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9138.22	N/A
2/5/2024	DRG	5335	APR-DRG 544-1	"D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY FOR OBSTETRIC DIAGNOSES"	544-1	IP					16943.39	11013.2	550	4820.6	4382.36	N/A	N/A	N/A	4820.6	N/A	4513.83	N/A	N/A	3458.44	N/A	3393.19	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3425.81	N/A
2/5/2024	DRG	5336	APR-DRG 544-2	"D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY FOR OBSTETRIC DIAGNOSES"	544-2	IP					31763.08	20646	550	6307.7	5734.27	N/A	N/A	N/A	6307.7	N/A	5906.3	N/A	N/A	4476.33	N/A	4391.87	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4434.1	N/A
2/5/2024	DRG	5337	APR-DRG 544-3	"D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY FOR OBSTETRIC DIAGNOSES"	544-3	IP					46435.02	30182.76	550	10957.88	9961.71	N/A	N/A	N/A	10957.88	N/A	10260.56	N/A	N/A	7659.27	N/A	7514.76	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7587.02	N/A
2/5/2024	DRG	5338	APR-DRG 544-4	"D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY FOR OBSTETRIC DIAGNOSES"	544-4	IP					105340.25	68471.16	550	23385.65	21259.68	N/A	N/A	N/A	23385.65	N/A	21897.47	N/A	N/A	16165.83	N/A	15860.81	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16013.32	N/A
2/5/2024	DRG	5339	APR-DRG 545-1	ECTOPIC PREGNANCY PROCEDURE	545-1	IP					25939.45	16860.64	550	8425.52	7659.56	N/A	N/A	N/A	8425.52	N/A	7889.35	N/A	N/A	5925.93	N/A	5814.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5870.03	N/A
2/5/2024	DRG	5340	APR-DRG 545-2	ECTOPIC PREGNANCY PROCEDURE	545-2	IP					16036.35	10423.63	550	9911.56	9010.51	N/A	N/A	N/A	9911.56	N/A	9280.83	N/A	N/A	6943.1	N/A	6812.09	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6877.59	N/A
2/5/2024	DRG	5341	APR-DRG 545-3	ECTOPIC PREGNANCY PROCEDURE	545-3	IP					30957.6	20122.44	550	12391.45	11264.95	N/A	N/A	N/A	12391.45	N/A	11602.9	N/A	N/A	8640.53	N/A	8477.5	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8559.01	N/A
2/5/2024	DRG	5342	APR-DRG 545-4	ECTOPIC PREGNANCY PROCEDURE	545-4	IP					166467.5	108203.88	550	26617.11	11264.95	N/A	N/A	N/A	12391.45	N/A	11602.9	N/A	N/A	26617.11	N/A	26114.9	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	26366	N/A
2/5/2024	DRG	5343	APR-DRG 546-1	OTHER O.R. PROC FOR OBSTETRIC DIAGNOSES EXCEPT DELIVERY DIAGNOSES	546-1	IP					19509.53	12681.19	550	7222.83	6566.21	N/A	N/A	N/A	7222.83	N/A	6763.2	N/A	N/A	5102.71	N/A	5006.44	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5054.57	N/A
2/5/2024	DRG	5344	APR-DRG 546-2	OTHER O.R. PROC FOR OBSTETRIC DIAGNOSES EXCEPT DELIVERY DIAGNOSES	546-2	IP					65582.71	42628.76	550	9944.09	9040.08	N/A	N/A	N/A	9944.09	N/A	9311.28	N/A	N/A	6965.37	N/A	6833.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6899.66	N/A
2/5/2024	DRG	5345	APR-DRG 546-3	OTHER O.R. PROC FOR OBSTETRIC DIAGNOSES EXCEPT DELIVERY DIAGNOSES	546-3	IP					15295.28	9941.93	550	21663.48	19694.07	N/A	N/A	N/A	21663.48	N/A	20284.89	N/A	N/A	14987.04	N/A	14704.27	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14845.66	N/A
2/5/2024	DRG	5346	APR-DRG 546-4	OTHER O.R. PROC FOR OBSTETRIC DIAGNOSES EXCEPT DELIVERY DIAGNOSES	546-4	IP					56892.34	36980.02	550	21663.48	19694.07	N/A	N/A	N/A	21663.48	N/A	20284.89	N/A	N/A	14987.04	N/A	14704.27	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14845.66	N/A
2/5/2024	DRG	5347	APR-DRG 547-1	ANTEPARTUM WITH O.R. PROCEDURE	547-1	IP					23933.9	15557.04	550	6984.59	6349.63	N/A	N/A	N/A	6984.59	N/A	6540.12	N/A	N/A	4939.65	N/A	4846.45	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4893.05	N/A
2/5/2024	DRG	5348	APR-DRG 547-2	ANTEPARTUM WITH O.R. PROCEDURE	547-2	IP					88736.82	57678.93	550	8674.24	7885.67	N/A	N/A	N/A	8674.24	N/A	8122.24	N/A	N/A	6096.18	N/A	5981.15	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6038.67	N/A
2/5/2024	DRG	5349	APR-DRG 547-3	ANTEPARTUM WITH O.R. PROCEDURE	547-3	IP					62058.18	40337.82	550	13440.91	12219.01	N/A	N/A	N/A	13440.91	N/A	12585.58	N/A	N/A	9358.87	N/A	9182.28	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9270.58	N/A
2/5/2024	DRG	5350	APR-DRG 547-4	ANTEPARTUM WITH O.R. PROCEDURE	547-4	IP					147715.39	96015	550	22674.11	20612.83	N/A	N/A	N/A	22674.11	N/A	21231.21	N/A	N/A	16408.33	N/A	16098.74	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16253.54	N/A
2/5/2024	DRG	5351	APR-DRG 548-1	POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE	548-1	IP					4399.5	2859.68	550	4802.75	4366.14	N/A	N/A	N/A	4802.75	N/A	4497.12	N/A	N/A	3446.23	N/A	3381.21	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3413.72	N/A
2/5/2024	DRG	5352	APR-DRG 548-2	POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE	548-2	IP					13132	8535.8	550	7747.56	7043.24	N/A	N/A	N/A	7747.56	N/A	7254.54	N/A	N/A	5461.88	N/A	5358.83	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5410.36	N/A
2/5/2024	DRG	5353	APR-DRG 548-3	POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE	548-3	IP					210190.1	136623.57	550	52242.56	13675.86	N/A	N/A	N/A	15043.45	N/A	14086.14	N/A	N/A	52242.56	N/A	51256.85	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51749.7	N/A
2/5/2024	DRG	5354	APR-DRG 548-4	POSTPARTUM AND POST ABORTION DIAGNOSIS WITH O.R. PROCEDURE	548-4	IP					782555.58	508661.13	550	386386.2	139903.97	N/A	N/A	N/A	153894.37	N/A	144101.09	N/A	N/A	386386.2	N/A	379095.89	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	382741.04	N/A
2/5/2024	DRG	5355	APR-DRG 560-1	VAGINAL DELIVERY	560-1	IP					10644	6918.6	550	5417.74	4925.22	N/A	N/A	N/A	5417.74	N/A	5072.98	N/A	N/A	3867.18	N/A	3794.21	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3830.69	N/A
2/5/2024	DRG	5356	APR-DRG 560-2	VAGINAL DELIVERY	560-2	IP					29655.38	19276	550	5947.72	5407.02	N/A	N/A	N/A	5947.72	N/A	5569.23	N/A	N/A	4229.93	N/A	4150.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4190.03	N/A
2/5/2024	DRG	5357	APR-DRG 560-3	VAGINAL DELIVERY	560-3	IP					18006.25	11704.06	550	7105.29	6459.35	N/A	N/A	N/A	7105.29	N/A	6653.13	N/A	N/A	5022.26	N/A	4927.5	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4974.88	N/A
2/5/2024	DRG	5358	APR-DRG 560-4	VAGINAL DELIVERY	560-4	IP					45312.92	29453.4	550	10272.57	9338.7	N/A	N/A	N/A	10272.57	N/A	9618.86	N/A	N/A	7190.2	N/A	7054.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7122.37	N/A
2/5/2024	DRG	5359	APR-DRG 561-1	POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE	561-1	IP					17168.24	11159.36	550	3367.09	3060.99	N/A	N/A	N/A	3367.09	N/A	3152.82	N/A	N/A	2463.54	N/A	2417.05	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2440.29	N/A
2/5/2024	DRG	5360	APR-DRG 561-2	POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE	561-2	IP					12527.95	8143.17	550	4642.19	4220.17	N/A	N/A	N/A	4642.19	N/A	4346.78	N/A	N/A	3336.32	N/A	3273.37	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3304.84	N/A
2/5/2024	DRG	5361	APR-DRG 561-3	POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE	561-3	IP					24599.6	15989.74	550	6352.82	5775.29	N/A	N/A	N/A	6352.82	N/A	5948.55	N/A	N/A	4507.22	N/A	4422.17	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4464.69	N/A
2/5/2024	DRG	5362	APR-DRG 561-4	POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT PROCEDURE	561-4	IP					142303.06	92496.99	550	12511.24	10685.84	N/A	N/A	N/A	11754.42	N/A	11006.42	N/A	N/A	12511.24	N/A	12275.18	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12393.21	N/A
2/5/2024	DRG	5363	APR-DRG 563-1	PRETERM LABOR	563-1	IP					18021.45	11713.94	550	4108.02	3734.56	N/A	N/A	N/A	4108.02	N/A	3846.6	N/A	N/A	2970.68	N/A	2914.63	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2942.66	N/A
2/5/2024	DRG	5364	APR-DRG 563-2	PRETERM LABOR	563-2	IP					21362.4	13885.56	550	5012.66	4556.96	N/A	N/A	N/A	5012.66	N/A	4693.67	N/A	N/A	3589.89	N/A	3522.16	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3556.02	N/A
2/5/2024	DRG	5365	APR-DRG 563-3	PRETERM LABOR	563-3	IP					8863.35	5761.18	550	6319.24	5744.76	N/A	N/A	N/A	6319.24	N/A	5917.1	N/A	N/A	4484.22	N/A	4399.62	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4441.92	N/A
2/5/2024	DRG	5366	APR-DRG 563-4	PRETERM LABOR	563-4	IP					42158.5	27403.03	550	6319.24	5744.76	N/A	N/A	N/A	6319.24	N/A	5917.1	N/A	N/A	4484.22	N/A	4399.62	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4441.92	N/A
2/5/2024	DRG	5367	APR-DRG 564-1	"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	564-1	IP					17544.2	11403.73	550	3762.74	3420.67	N/A	N/A	N/A	3762.74	N/A	3523.29	N/A	N/A	2734.35	N/A	2682.76	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2708.56	N/A
2/5/2024	DRG	5368	APR-DRG 564-2	"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	564-2	IP					11830.81	7690.03	550	4809.06	4371.87	N/A	N/A	N/A	4809.06	N/A	4503.03	N/A	N/A	3450.53	N/A	3385.43	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3417.98	N/A
2/5/2024	DRG	5369	APR-DRG 564-3	"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	564-3	IP					22703.7	14757.41	550	9258.79	8417.08	N/A	N/A	N/A	9258.79	N/A	8669.59	N/A	N/A	6496.28	N/A	6373.71	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6435	N/A
2/5/2024	DRG	5370	APR-DRG 564-4	"ABORTION WITHOUT D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	564-4	IP					29055.07	18885.8	550	9258.79	8417.08	N/A	N/A	N/A	9258.79	N/A	8669.59	N/A	N/A	6496.28	N/A	6373.71	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6435	N/A
2/5/2024	DRG	5371	APR-DRG 565-1	FALSE LABOR	565-1	IP					3724.35	2420.83	550	4297.96	3907.24	N/A	N/A	N/A	4297.96	N/A	4024.46	N/A	N/A	3100.7	N/A	3042.2	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3071.45	N/A
2/5/2024	DRG	5372	APR-DRG 565-2	FALSE LABOR	565-2	IP					13343.9	8673.54	550	4930.79	4482.54	N/A	N/A	N/A	4930.79	N/A	4617.02	N/A	N/A	3533.86	N/A	3467.18	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3500.52	N/A
2/5/2024	DRG	5373	APR-DRG 565-3	FALSE LABOR	565-3	IP					68519.7	44537.81	550	4930.79	4482.54	N/A	N/A	N/A	4930.79	N/A	4617.02	N/A	N/A	3533.86	N/A	3467.18	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3500.52	N/A
2/5/2024	DRG	5374	APR-DRG 566-1	ANTEPARTUM WITHOUT O.R. PROCEDURE	566-1	IP					6215.05	4039.78	550	3818.36	3471.24	N/A	N/A	N/A	3818.36	N/A	3575.38	N/A	N/A	2772.43	N/A	2720.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2746.28	N/A
2/5/2024	DRG	5375	APR-DRG 566-2	ANTEPARTUM WITHOUT O.R. PROCEDURE	566-2	IP					19798.2	12868.83	550	4785.97	4350.88	N/A	N/A	N/A	4785.97	N/A	4481.41	N/A	N/A	3434.73	N/A	3369.92	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3402.33	N/A
2/5/2024	DRG	5376	APR-DRG 566-3	ANTEPARTUM WITHOUT O.R. PROCEDURE	566-3	IP					164036.6	106623.79	550	24753.22	5298.26	N/A	N/A	N/A	5828.09	N/A	5457.21	N/A	N/A	24753.22	N/A	24286.17	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	24519.69	N/A
2/5/2024	DRG	5377	APR-DRG 566-4	ANTEPARTUM WITHOUT O.R. PROCEDURE	566-4	IP					100930	65604.5	550	14347.65	13043.32	N/A	N/A	N/A	14347.65	N/A	13434.62	N/A	N/A	9979.51	N/A	9791.22	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9885.36	N/A
2/5/2024	DRG	5378	APR-DRG 580-1	"NEONATE, TRANSFERRED < 5 DAYS OLD, NOT BORN HERE"	580-1	IP					15349.1	9976.92	550	3792.12	3447.38	N/A	N/A	N/A	3792.12	N/A	3550.8	N/A	N/A	2754.46	N/A	2702.49	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2728.48	N/A
2/5/2024	DRG	5379	APR-DRG 580-2	"NEONATE, TRANSFERRED < 5 DAYS OLD, NOT BORN HERE"	580-2	IP					19592	12734.8	550	4076.52	3705.93	N/A	N/A	N/A	4076.52	N/A	3817.11	N/A	N/A	2949.13	N/A	2893.49	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2921.31	N/A
2/5/2024	DRG	5380	APR-DRG 580-3	"NEONATE, TRANSFERRED < 5 DAYS OLD, NOT BORN HERE"	580-3	IP					43785.93	28460.85	550	5934.08	5394.62	N/A	N/A	N/A	5934.08	N/A	5556.46	N/A	N/A	4220.59	N/A	4140.96	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4180.77	N/A
2/5/2024	DRG	5381	APR-DRG 580-4	"NEONATE, TRANSFERRED < 5 DAYS OLD, NOT BORN HERE"	580-4	IP					35196.7	22877.86	550	5934.08	5394.62	N/A	N/A	N/A	5934.08	N/A	5556.46	N/A	N/A	4220.59	N/A	4140.96	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4180.77	N/A
2/5/2024	DRG	5382	APR-DRG 581-1	"NEONATE, TRANSFERRED < 5 DAYS OLD, BORN HERE"	581-1	IP					2898.05	1883.73	550	1632	1340.82	N/A	N/A	N/A	1474.9	N/A	1381.04	N/A	N/A	1168.37	N/A	1146.33	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1157.35	N/A
2/5/2024	DRG	5383	APR-DRG 581-2	"NEONATE, TRANSFERRED < 5 DAYS OLD, BORN HERE"	581-2	IP					2176	1414.4	550	1923.02	1748.2	N/A	N/A	N/A	1923.02	N/A	1800.65	N/A	N/A	1475.11	N/A	1447.27	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1461.19	N/A
2/5/2024	DRG	5384	APR-DRG 581-3	"NEONATE, TRANSFERRED < 5 DAYS OLD, BORN HERE"	581-3	IP					6141.2	3991.78	550	2111.92	1919.93	N/A	N/A	N/A	2111.92	N/A	1977.53	N/A	N/A	1604.41	N/A	1574.13	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1589.27	N/A
2/5/2024	DRG	5385	APR-DRG 581-4	"NEONATE, TRANSFERRED < 5 DAYS OLD, BORN HERE"	581-4	IP					2176	1414.4	550	2830.82	2573.47	N/A	N/A	N/A	2830.82	N/A	2650.67	N/A	N/A	2096.47	N/A	2056.91	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2076.69	N/A
2/5/2024	DRG	5386	APR-DRG 583-1	NEONATE WITH ECMO	583-1	IP					1469746.64	955335.32	550	856145.21	393686.06	N/A	N/A	N/A	433054.67	N/A	405496.64	N/A	N/A	856145.21	N/A	839991.53	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	848068.37	N/A
2/5/2024	DRG	5387	APR-DRG 583-2	NEONATE WITH ECMO	583-2	IP					753940.6	490061.39	550	439589.04	322023.28	N/A	N/A	N/A	354225.61	N/A	331683.98	N/A	N/A	439589.04	N/A	431294.91	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	435441.97	N/A
2/5/2024	DRG	5388	APR-DRG 583-3	NEONATE WITH ECMO	583-3	IP					2908124.19	1890280.72	550	1694436.79	770752.36	N/A	N/A	N/A	847827.6	N/A	793874.93	N/A	N/A	1694436.79	N/A	1662466.28	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1678451.53	N/A
2/5/2024	DRG	5389	APR-DRG 583-4	NEONATE WITH ECMO	583-4	IP					25096524.28	16312740.78	550	14606754.34	6561924.78	N/A	N/A	N/A	7218117.26	N/A	6758782.52	N/A	N/A	14606754.34	N/A	14331155.2	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14468954.77	N/A
2/5/2024	DRG	5390	APR-DRG 588-2	NEONATE BIRTH WEIGHT < 1500 GRAMS WITH MAJOR PROCEDURE	588-2	IP					926362.89	602135.88	550	528358.92	236496.81	N/A	N/A	N/A	260146.49	N/A	243591.71	N/A	N/A	528358.92	N/A	518389.88	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	523374.4	N/A
2/5/2024	DRG	5391	APR-DRG 588-3	NEONATE BIRTH WEIGHT < 1500 GRAMS WITH MAJOR PROCEDURE	588-3	IP					1165605.86	757643.81	550	668232.63	299800.74	N/A	N/A	N/A	329780.81	N/A	308794.76	N/A	N/A	668232.63	N/A	655624.47	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	661928.55	N/A
2/5/2024	DRG	5392	APR-DRG 588-4	NEONATE BIRTH WEIGHT < 1500 GRAMS WITH MAJOR PROCEDURE	588-4	IP					1203010.6	781956.89	550	703022.11	349931.45	N/A	N/A	N/A	384924.6	N/A	360429.39	N/A	N/A	703022.11	N/A	689757.55	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	696389.83	N/A
2/5/2024	DRG	5393	APR-DRG 589-1	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-1	IP					207541	134901.65	550	102871.73	73054.65	N/A	N/A	N/A	80360.12	N/A	75246.29	N/A	N/A	102871.73	N/A	100930.75	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	101901.24	N/A
2/5/2024	DRG	5394	APR-DRG 589-2	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-2	IP					33354	21680.1	550	80360.12	73054.65	N/A	N/A	N/A	80360.12	N/A	75246.29	N/A	N/A	55163.66	N/A	54122.84	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	54643.25	N/A
2/5/2024	DRG	5395	APR-DRG 589-3	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-3	IP					2588272.66	1682377.23	550	1488595.23	661097.04	N/A	N/A	N/A	727206.74	N/A	680929.95	N/A	N/A	1488595.23	N/A	1460508.52	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1474551.88	N/A
2/5/2024	DRG	5396	APR-DRG 589-4	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-4	IP					6732	4375.8	550	84458.28	76780.25	N/A	N/A	N/A	84458.28	N/A	79083.66	N/A	N/A	57968.77	N/A	56875.02	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57421.9	N/A
