	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																													
2/15/2024	CDM	6746	99000012	HC COSMETIC PACU ADDL 15 MIN		OP			    	990	30	19.5	3	30	N/A	30	N/A	N/A	N/A	N/A	N/A	30	N/A	30	N/A	N/A	N/A	15	30	N/A	30	12.63	13.8	21	N/A	21	14.4	N/A	10.53	22.5	15.6	N/A	7.2	7.2	18.9	24	N/A	30	N/A	30	N/A	N/A
2/15/2024	CDM	6747	99000014	HC PULM REHAB PHASE III 1 DAYWK MONTHLY		IP			    	990	15	9.75	1.5	15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	7.5	N/A	N/A	N/A	6.43	7.42	N/A	N/A	N/A	7.2	N/A	N/A	11.25	7.8	N/A	N/A	N/A	N/A	12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6748	99000014	HC PULM REHAB PHASE III 1 DAYWK MONTHLY		OP			    	990	15	9.75	1.5	15	N/A	15	N/A	N/A	N/A	N/A	N/A	15	N/A	15	N/A	N/A	N/A	7.5	15	N/A	15	6.32	6.9	10.5	N/A	10.5	7.2	N/A	5.27	11.25	7.8	N/A	3.6	3.6	9.45	12	N/A	15	N/A	15	N/A	N/A
2/15/2024	CDM	6749	99000020	HC WELLNESS CONSULT SELF PAY		IP			    	990	138	89.7	13.8	138	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	69	N/A	N/A	N/A	59.2	68.31	N/A	N/A	N/A	66.24	N/A	N/A	103.5	71.76	N/A	N/A	N/A	N/A	110.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6750	99000020	HC WELLNESS CONSULT SELF PAY		OP			    	990	138	89.7	13.8	138	N/A	138	N/A	N/A	N/A	N/A	N/A	138	N/A	138	N/A	N/A	N/A	69	138	N/A	138	58.1	63.48	96.6	N/A	96.6	66.24	N/A	48.44	103.5	71.76	N/A	33.12	33.12	86.94	110.4	N/A	138	N/A	138	N/A	N/A
2/15/2024	CDM	6751	99000021	HC PULM REHAB PHASE III 2 DAYWK MONTHLY		IP			    	990	55	35.75	5.5	55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	27.5	N/A	N/A	N/A	23.59	27.23	N/A	N/A	N/A	26.4	N/A	N/A	41.25	28.6	N/A	N/A	N/A	N/A	44	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6752	99000021	HC PULM REHAB PHASE III 2 DAYWK MONTHLY		OP			    	990	55	35.75	5.5	55	N/A	55	N/A	N/A	N/A	N/A	N/A	55	N/A	55	N/A	N/A	N/A	27.5	55	N/A	55	23.16	25.3	38.5	N/A	38.5	26.4	N/A	19.31	41.25	28.6	N/A	13.2	13.2	34.65	44	N/A	55	N/A	55	N/A	N/A
2/15/2024	CDM	6753	99000023	HC PULM REHAB PHASE III 35 DAYWK MONTHLY		IP			    	990	72	46.8	7.2	72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	36	N/A	N/A	N/A	30.89	35.64	N/A	N/A	N/A	34.56	N/A	N/A	54	37.44	N/A	N/A	N/A	N/A	57.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6754	99000023	HC PULM REHAB PHASE III 35 DAYWK MONTHLY		OP			    	990	72	46.8	7.2	72	N/A	72	N/A	N/A	N/A	N/A	N/A	72	N/A	72	N/A	N/A	N/A	36	72	N/A	72	30.31	33.12	50.4	N/A	50.4	34.56	N/A	25.27	54	37.44	N/A	17.28	17.28	45.36	57.6	N/A	72	N/A	72	N/A	N/A
2/15/2024	CDM	6755	99000040	HC SP SPECIALITY HEARING AID FEE		IP			    	990	1975	1283.75	197.5	1975	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	987.5	N/A	N/A	N/A	847.27	977.63	N/A	N/A	N/A	948	N/A	N/A	1481.25	1027	N/A	N/A	N/A	N/A	1580	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6756	99000040	HC SP SPECIALITY HEARING AID FEE		OP			    	990	1975	1283.75	197.5	1975	N/A	1975	N/A	N/A	N/A	N/A	N/A	1975	N/A	1975	N/A	N/A	N/A	987.5	1975	N/A	1975	831.48	908.5	1382.5	N/A	1382.5	948	N/A	693.23	1481.25	1027	N/A	474	474	1244.25	1580	N/A	1975	N/A	1975	N/A	N/A
2/15/2024	CDM	6757	99098966	HC SP GENETICS TELEPHONE X 10 MIN		IP		98966	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6758	99098966	HC SP GENETICS TELEPHONE X 10 MIN		OP		98966	    	990	144	93.6	6.92	144	7.47	144	N/A	12.2	N/A	12.57	N/A	144	12.4	144	12.2	12.4	12.2	72	144	12.57	144	60.62	66.24	100.8	12.65	100.8	69.12	7.06	22.11	108	74.88	11.9	34.56	34.56	90.72	115.2	12.2	10.44	N/A	144	6.92	12.4
2/15/2024	CDM	6759	99098967	HC SP GENETICS TELEPHONE X 1120 MIN		IP		98967	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6760	99098967	HC SP GENETICS TELEPHONE X 1120 MIN		OP		98967	    	990	144	93.6	12.84	144	13.87	144	N/A	22.64	N/A	23.32	N/A	144	23.01	144	22.64	23.01	22.64	72	144	23.32	144	60.62	66.24	100.8	23.47	100.8	69.12	13.1	42.98	108	74.88	22.07	34.56	34.56	90.72	115.2	22.64	20.6	N/A	144	12.84	23.01
2/15/2024	CDM	6761	99098968	HC SP GENETICS TELEPHONE 21 MIN		IP		98968	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6762	99098968	HC SP GENETICS TELEPHONE 21 MIN		OP		98968	    	990	144	93.6	14.4	144	19.16	144	N/A	31.29	N/A	32.23	N/A	144	31.8	144	31.29	31.8	31.29	72	144	32.23	144	60.62	66.24	100.8	32.44	100.8	69.12	18.09	62.73	108	74.88	30.51	34.56	34.56	90.72	115.2	31.29	29.24	N/A	144	17.74	31.8
2/15/2024	CDM	6763	99099211	HC SP GENETICS PERSONAL HX 15 MIN		IP		99211	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6764	99099211	HC SP GENETICS PERSONAL HX 15 MIN		OP		99211	    	990	144	93.6	14.4	144	N/A	144	N/A	N/A	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	N/A	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	144	N/A	144	N/A	N/A
2/15/2024	CDM	6765	99099212	HC SP GENETICS PERSONAL HX 30 MIN		IP		99212	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6766	99099212	HC SP GENETICS PERSONAL HX 30 MIN		OP		99212	    	990	144	93.6	14.4	144	N/A	144	N/A	N/A	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	N/A	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	144	N/A	144	N/A	N/A
2/15/2024	CDM	6767	99099213	HC SP GENETICS PERSONAL HX 45 MIN		IP		99213	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6768	99099213	HC SP GENETICS PERSONAL HX 45 MIN		OP		99213	    	990	144	93.6	14.4	144	N/A	144	N/A	N/A	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	N/A	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	144	N/A	144	N/A	N/A
2/15/2024	CDM	6769	99099214	HC SP GENETICS PERSONAL HX 60 MIN		IP		99214	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6770	99099214	HC SP GENETICS PERSONAL HX 60 MIN		OP		99214	    	990	144	93.6	14.4	144	N/A	144	N/A	N/A	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	N/A	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	144	N/A	144	N/A	N/A
2/15/2024	CDM	6771	99099401	HC SP GENETICS FAMILY HX 15 MIN		IP		99401	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6772	99099401	HC SP GENETICS FAMILY HX 15 MIN		OP		99401	    	990	144	93.6	14.4	144	72.84	144	N/A	34.56	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	68.79	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	22.4	N/A	144	67.44	N/A
2/15/2024	CDM	6773	99099402	HC SP GENETICS FAMILY HX 30 MIN		IP		99402	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6774	99099402	HC SP GENETICS FAMILY HX 30 MIN		OP		99402	    	990	144	93.6	14.4	144	72.84	144	N/A	34.56	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	68.79	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	44.75	N/A	144	67.44	N/A
2/15/2024	CDM	6775	99099403	HC SP GENETICS FAMILY HX 45 MIN		IP		99403	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6776	99099403	HC SP GENETICS FAMILY HX 45 MIN		OP		99403	    	990	144	93.6	14.4	144	72.84	144	N/A	34.56	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	68.79	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	67.16	N/A	144	67.44	N/A
2/15/2024	CDM	6777	99099404	HC SP GENETICS FAMILY HX 60 MIN		IP		99404	    	990	144	93.6	14.4	144	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	72	N/A	N/A	N/A	61.78	71.28	N/A	N/A	N/A	69.12	N/A	N/A	108	74.88	N/A	N/A	N/A	N/A	115.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6778	99099404	HC SP GENETICS FAMILY HX 60 MIN		OP		99404	    	990	144	93.6	14.4	144	72.84	144	N/A	34.56	N/A	N/A	N/A	144	N/A	144	N/A	N/A	N/A	72	144	N/A	144	60.62	66.24	100.8	N/A	100.8	69.12	68.79	50.54	108	74.88	N/A	34.56	34.56	90.72	115.2	N/A	89.2	N/A	144	67.44	N/A
2/15/2024	CDM	6779	99700000	HC SANE EXAM CPT 99283		IP		99283	    	997	1689	1097.85	168.9	1689	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	844.5	N/A	N/A	N/A	724.58	836.05	N/A	N/A	N/A	810.72	N/A	N/A	1266.75	878.28	N/A	N/A	N/A	N/A	1351.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6780	99700000	HC SANE EXAM CPT 99283		OP		99283	    	997	1689	1097.85	151.69	1689	163.83	1689	1442	254.78	1520	262.39	N/A	1689	769.62	1689	254.78	769.62	254.78	844.5	1689	262.39	1689	711.07	776.94	1182.3	264.1	1182.3	810.72	154.72	697.63	1266.75	878.28	248.41	405.36	405.36	1064.07	1351.2	254.78	248.09	N/A	1689	151.69	258.92
2/15/2024	CDM	6781	99700002	HC SANE TRUVADA 30 DAY		IP			    	997	139	90.35	13.9	139	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	69.5	N/A	N/A	N/A	59.63	68.8	N/A	N/A	N/A	66.72	N/A	N/A	104.25	72.28	N/A	N/A	N/A	N/A	111.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6782	99700002	HC SANE TRUVADA 30 DAY		OP			    	997	139	90.35	13.9	139	N/A	139	N/A	N/A	N/A	N/A	N/A	139	N/A	139	N/A	N/A	N/A	69.5	139	N/A	139	58.52	63.94	97.3	N/A	97.3	66.72	N/A	48.79	104.25	72.28	N/A	33.36	33.36	87.57	111.2	N/A	139	N/A	139	N/A	N/A
2/15/2024	CDM	6783	99700003	HC SANE ISENTRESS 30 DAY		IP			    	997	3391	2204.15	339.1	3391	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1695.5	N/A	N/A	N/A	1454.74	1678.55	N/A	N/A	N/A	1627.68	N/A	N/A	2543.25	1763.32	N/A	N/A	N/A	N/A	2712.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6784	99700003	HC SANE ISENTRESS 30 DAY		OP			    	997	3391	2204.15	339.1	3391	N/A	3391	N/A	N/A	N/A	N/A	N/A	3391	N/A	3391	N/A	N/A	N/A	1695.5	3391	N/A	3391	1427.61	1559.86	2373.7	N/A	2373.7	1627.68	N/A	1190.24	2543.25	1763.32	N/A	813.84	813.84	2136.33	2712.8	N/A	3391	N/A	3391	N/A	N/A
2/15/2024	CDM	6785	99702029	HC SANE COMPLETE SKIN EXAM		IP		2029F	    	997	340	221	34	340	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	170	N/A	N/A	N/A	145.86	168.3	N/A	N/A	N/A	163.2	N/A	N/A	255	176.8	N/A	N/A	N/A	N/A	272	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6786	99702029	HC SANE COMPLETE SKIN EXAM		OP		2029F	    	997	340	221	34	340	N/A	340	N/A	81.6	N/A	N/A	N/A	340	N/A	340	N/A	N/A	N/A	170	340	N/A	340	143.14	156.4	238	N/A	238	163.2	N/A	119.34	255	176.8	N/A	81.6	81.6	214.2	272	N/A	340	N/A	340	N/A	N/A
2/15/2024	CDM	6787	99756820	HC SANE COLPOSCOPY OF THE VULVA		IP		56820	    	997	348	226.2	34.8	348	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	174	N/A	N/A	N/A	149.29	172.26	N/A	N/A	N/A	167.04	N/A	N/A	261	180.96	N/A	N/A	N/A	N/A	278.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6788	99756820	HC SANE COLPOSCOPY OF THE VULVA		OP		56820	    	997	348	226.2	34.8	725.63	114.42	348	N/A	177.94	N/A	183.25	N/A	348	537.51	348	177.94	537.51	177.94	174	348	183.25	348	146.51	348	243.6	184.45	243.6	167.04	108.06	507.15	261	180.96	173.49	83.52	83.52	219.24	278.4	177.94	173.27	N/A	348	105.94	180.83
2/15/2024	CDM	6789	99757420	HC SANE COLPOSCOPY OF THE VAGINA		IP		57420	    	997	331	215.15	33.1	331	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	165.5	N/A	N/A	N/A	142	163.84	N/A	N/A	N/A	158.88	N/A	N/A	248.25	172.12	N/A	N/A	N/A	N/A	264.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6790	99757420	HC SANE COLPOSCOPY OF THE VAGINA		OP		57420	    	997	331	215.15	33.1	1168.19	184.2	331	N/A	286.46	N/A	295.02	N/A	331	865.34	331	286.46	865.34	286.46	165.5	331	295.02	331	139.35	331	231.7	296.94	231.7	158.88	173.97	831.23	248.25	172.12	279.3	79.44	79.44	208.53	264.8	286.46	278.95	N/A	331	170.56	291.12
2/15/2024	CDM	6791	99757452	HC SANE COLPOSCOPY OF THE CERVIX UPPERADJACENT		IP		57452	    	997	525	341.25	52.5	525	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	262.5	N/A	N/A	N/A	225.22	259.88	N/A	N/A	N/A	252	N/A	N/A	393.75	273	N/A	N/A	N/A	N/A	420	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6792	99757452	HC SANE COLPOSCOPY OF THE CERVIX UPPERADJACENT		OP		57452	    	997	525	341.25	52.5	725.63	114.42	525	N/A	177.94	N/A	183.25	N/A	525	537.51	525	177.94	537.51	177.94	262.5	525	183.25	525	221.03	525	367.5	184.45	367.5	252	108.06	507.15	393.75	273	173.49	126	126	330.75	420	177.94	173.27	N/A	525	105.94	180.83
2/15/2024	CDM	6793	99799070	HC SANE MATERIALSSUPPLIES		IP		99070	    	997	170	110.5	17	170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	85	N/A	N/A	N/A	72.93	84.15	N/A	N/A	N/A	81.6	N/A	N/A	127.5	88.4	N/A	N/A	N/A	N/A	136	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6794	99799070	HC SANE MATERIALSSUPPLIES		OP		99070	    	997	170	110.5	17	170	N/A	170	N/A	N/A	N/A	N/A	N/A	170	N/A	170	N/A	N/A	N/A	85	170	N/A	170	71.57	78.2	119	N/A	119	81.6	N/A	59.67	127.5	88.4	N/A	40.8	40.8	107.1	136	N/A	170	N/A	170	N/A	N/A
2/15/2024	CDM	6795	99799170	HC SANE ANOGENITAL EXAM		IP		99170	    	997	511	332.15	51.1	511	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	255.5	N/A	N/A	N/A	219.22	252.94	N/A	N/A	N/A	245.28	N/A	N/A	383.25	265.72	N/A	N/A	N/A	N/A	408.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6796	99799170	HC SANE ANOGENITAL EXAM		OP		99170	    	997	511	332.15	51.1	725.63	114.42	511	N/A	177.94	N/A	183.25	N/A	511	537.51	511	177.94	537.51	177.94	255.5	511	183.25	511	215.13	235.06	357.7	184.45	357.7	245.28	108.06	507.15	383.25	265.72	173.49	122.64	122.64	321.93	408.8	177.94	173.27	N/A	511	105.94	180.83
2/15/2024	CDM	6797	99799284	HC SANE EXAM CPT 99284		IP		99284	    	997	2711	1762.15	271.1	2711	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1355.5	N/A	N/A	N/A	1163.02	1341.94	N/A	N/A	N/A	1301.28	N/A	N/A	2033.25	1409.72	N/A	N/A	N/A	N/A	2168.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6798	99799284	HC SANE EXAM CPT 99284		OP		99284	    	997	2711	1762.15	235.48	3026	254.32	2711	2871	395.49	3026	407.31	N/A	2711	1194.7	2711	395.49	1194.7	395.49	1355.5	2711	407.31	2711	1141.33	1247.06	1897.7	409.96	1897.7	1301.28	240.19	1086.5	2033.25	1409.72	385.6	650.64	650.64	1707.93	2168.8	395.49	385.12	N/A	2711	235.48	401.92
2/15/2024	CDM	6799	99799285	HC SANE EXAM CPT 99285		IP		99285	    	997	3211	2087.15	321.1	3211	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1605.5	N/A	N/A	N/A	1377.52	1589.44	N/A	N/A	N/A	1541.28	N/A	N/A	2408.25	1669.72	N/A	N/A	N/A	N/A	2568.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6800	99799285	HC SANE EXAM CPT 99285		OP		99285	    	997	3211	2087.15	321.1	4036	368.81	3211	3830	573.54	4036	590.68	N/A	3211	1732.55	3211	573.54	1732.55	573.54	1605.5	3211	590.68	3211	1351.83	1477.06	2247.7	594.53	2247.7	1541.28	348.32	1560.54	2408.25	1669.72	559.2	770.64	770.64	2022.93	2568.8	573.54	558.51	N/A	3211	341.49	582.87
2/15/2024	CDM	6801	99799499	HC SANE SERVICES BY IAFN CERT NURSE		IP		99499	    	997	511	332.15	51.1	511	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	255.5	N/A	N/A	N/A	219.22	252.94	N/A	N/A	N/A	245.28	N/A	N/A	383.25	265.72	N/A	N/A	N/A	N/A	408.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6802	99799499	HC SANE SERVICES BY IAFN CERT NURSE		OP		99499	    	997	511	332.15	51.1	511	N/A	511	N/A	N/A	N/A	N/A	N/A	511	N/A	511	N/A	N/A	N/A	255.5	511	N/A	511	215.13	235.06	357.7	N/A	357.7	245.28	N/A	179.36	383.25	265.72	N/A	122.64	122.64	321.93	408.8	N/A	511	N/A	511	N/A	N/A
2/15/2024	CDM	6803	99799999	HC DIGITAL IMAGING		IP		99499	    	997	316	205.4	31.6	316	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	158	N/A	N/A	N/A	135.56	156.42	N/A	N/A	N/A	151.68	N/A	N/A	237	164.32	N/A	N/A	N/A	N/A	252.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	6804	99799999	HC DIGITAL IMAGING		OP		99499	    	997	316	205.4	31.6	316	N/A	316	N/A	N/A	N/A	N/A	N/A	316	N/A	316	N/A	N/A	N/A	158	316	N/A	316	133.04	145.36	221.2	N/A	221.2	151.68	N/A	110.92	237	164.32	N/A	75.84	75.84	199.08	252.8	N/A	316	N/A	316	N/A	N/A
2/15/2024	DRG	6805	MS-DRG 001	HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC	1	IP					846592.03	550284.82	1594.42	846592.03	N/A	N/A	6949	181910.7	7325	187368.02	6289	N/A	315238.02	N/A	181910.7	342634.69	188279.68	423296.01	N/A	187368.02	N/A	363187.98	425557.77	1594.42	189301.65	1594.42	406364.17	N/A	347431.15	634944.02	440227.86	177362.93	232942.47	262271.18	158445.51	677273.62	181910.7	N/A	0	N/A	N/A	0
2/15/2024	DRG	6806	MS-DRG 002	HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC	2	IP					752886.92	489376.5	1594.42	752886.92	N/A	N/A	6949	82453.68	7325	84927.29	6289	N/A	142435.62	N/A	82453.68	154814.4	99278.34	376443.46	N/A	84927.29	N/A	322988.49	203707.88	1594.42	85785.16	1594.42	361385.72	N/A	156981.61	564665.19	391501.2	80392.34	164021.04	184672.16	71591.25	602309.54	82453.68	N/A	0	N/A	N/A	0
2/15/2024	DRG	6807	MS-DRG 003	"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES"	3	IP					645099.41	419314.62	1594.42	645099.41	N/A	N/A	6949	143222.6	7325	147519.28	6289	N/A	248019.05	N/A	143222.6	269573.88	148233.5	322549.71	N/A	147519.28	N/A	276747.65	305976.86	1594.42	149034.45	1594.42	309647.72	N/A	273347.57	483824.56	335451.69	139642.04	189189.55	213009.52	124659.8	516079.53	143222.6	N/A	350164.61	N/A	N/A	146112.21
2/15/2024	DRG	6808	MS-DRG 004	"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES"	4	IP					949211.27	616987.33	1594.42	949211.27	N/A	N/A	6949	112902.73	7325	116289.81	6289	N/A	171005.1	N/A	112902.73	185866.8	132385.26	474605.64	N/A	116289.81	N/A	407211.63	207617.81	1594.42	117477.03	1594.42	455621.41	N/A	188468.7	711908.45	493589.86	110080.16	115121.13	129615.49	85950.9	759369.02	112902.73	N/A	241432.8	N/A	N/A	115173.56
2/15/2024	DRG	6809	MS-DRG 005	LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT	5	IP					473562.45	307815.59	1594.42	473562.45	N/A	N/A	6949	69771.91	7325	71865.07	6289	N/A	120401.55	N/A	69771.91	130865.4	72204.46	236781.23	N/A	71865.07	N/A	203158.29	172469.28	1594.42	72585.77	1594.42	227309.98	N/A	132697.35	355171.84	246252.47	68027.61	106958.23	120424.84	60516.45	378849.96	69771.91	N/A	0	N/A	N/A	0
2/15/2024	DRG	6810	MS-DRG 006	LIVER TRANSPLANT WITHOUT MCC	6	IP					613006.45	398454.19	1594.42	613006.45	N/A	N/A	6949	59251.23	7325	61028.77	6289	N/A	56267.66	N/A	59251.23	61157.76	68224.75	306503.23	N/A	61028.77	N/A	262979.77	72714.69	1594.42	61635.68	1594.42	294243.1	N/A	62013.9	459754.84	318763.35	57769.95	73134.77	82342.82	28281.35	490405.16	59251.23	N/A	0	N/A	N/A	0
2/15/2024	DRG	6811	MS-DRG 007	LUNG TRANSPLANT	7	IP					2162847.2	1405850.68	1594.42	2162847.2	N/A	N/A	6949	285841.74	7325	294416.99	6289	N/A	142695.03	N/A	285841.74	155096.36	313801.3	1081423.6	N/A	294416.99	N/A	927861.45	184569.49	1594.42	297474.78	1594.42	1038166.66	N/A	157267.51	1622135.4	1124680.54	278695.7	84665.62	95325.48	71721.64	1730277.76	285841.74	N/A	0	N/A	N/A	0
