	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																						
2/15/2024	DRG	5546	APR-DRG 140-2	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	140-2	IP					15631	10160.15	1608	4721.06	1736.64	4291.87	N/A	N/A	N/A	N/A	N/A	4721.06	N/A	4420.63	N/A	N/A	4013.98	N/A	3938.24	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3976.11	N/A
2/15/2024	DRG	5547	APR-DRG 140-3	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	140-3	IP					21649.45	14072.14	1608	5462.56	1736.64	4965.96	N/A	N/A	N/A	N/A	N/A	5462.56	N/A	5114.94	N/A	N/A	4610.19	N/A	4523.21	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4566.7	N/A
2/15/2024	DRG	5548	APR-DRG 140-4	CHRONIC OBSTRUCTIVE PULMONARY DISEASE	140-4	IP					190057.15	123537.15	550	7803.85	550	7094.41	N/A	N/A	N/A	N/A	N/A	7803.85	N/A	7307.24	N/A	N/A	6492.75	N/A	6370.25	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6431.5	N/A
2/15/2024	DRG	5549	APR-DRG 141-1	ASTHMA	141-1	IP					13586.9	8831.49	550	3928.32	550	3571.2	N/A	N/A	N/A	N/A	N/A	3928.32	N/A	3678.34	N/A	N/A	3376.56	N/A	3312.85	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3344.7	N/A
2/15/2024	DRG	5550	APR-DRG 141-2	ASTHMA	141-2	IP					9537.55	6199.41	550	4742.91	550	4311.74	N/A	N/A	N/A	N/A	N/A	4742.91	N/A	4441.09	N/A	N/A	4031.55	N/A	3955.48	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3993.52	N/A
2/15/2024	DRG	5551	APR-DRG 141-3	ASTHMA	141-3	IP					18986.86	12341.46	550	5891.33	550	5355.75	N/A	N/A	N/A	N/A	N/A	5891.33	N/A	5516.42	N/A	N/A	4954.95	N/A	4861.46	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4908.2	N/A
2/15/2024	DRG	5552	APR-DRG 141-4	ASTHMA	141-4	IP					48130.16	31284.6	550	8370.53	550	7609.57	N/A	N/A	N/A	N/A	N/A	8370.53	N/A	7837.86	N/A	N/A	6948.4	N/A	6817.29	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6882.84	N/A
2/15/2024	DRG	5553	APR-DRG 142-1	INTERSTITIAL AND ALVEOLAR LUNG DISEASES	142-1	IP					87263.98	56721.59	550	4486.7	550	4078.82	N/A	N/A	N/A	N/A	N/A	4486.7	N/A	4201.18	N/A	N/A	3825.54	N/A	3753.36	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3789.45	N/A
2/15/2024	DRG	5554	APR-DRG 142-2	INTERSTITIAL AND ALVEOLAR LUNG DISEASES	142-2	IP					20000.41	13000.27	550	5897.35	550	5361.23	N/A	N/A	N/A	N/A	N/A	5897.35	N/A	5522.07	N/A	N/A	4959.8	N/A	4866.22	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4913.01	N/A
2/15/2024	DRG	5555	APR-DRG 142-3	INTERSTITIAL AND ALVEOLAR LUNG DISEASES	142-3	IP					28644.55	18618.96	550	7217.58	550	6561.44	N/A	N/A	N/A	N/A	N/A	7217.58	N/A	6758.28	N/A	N/A	6021.35	N/A	5907.74	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5964.55	N/A
2/15/2024	DRG	5556	APR-DRG 142-4	INTERSTITIAL AND ALVEOLAR LUNG DISEASES	142-4	IP					28881.7	18773.11	550	11114.97	550	10104.52	N/A	N/A	N/A	N/A	N/A	11114.97	N/A	10407.66	N/A	N/A	9155.12	N/A	8982.39	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9068.76	N/A
2/15/2024	DRG	5557	APR-DRG 143-1	"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	143-1	IP					7585.26	4930.42	550	4358.6	550	3962.36	N/A	N/A	N/A	N/A	N/A	4358.6	N/A	4081.23	N/A	N/A	3722.53	N/A	3652.29	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3687.41	N/A
2/15/2024	DRG	5558	APR-DRG 143-2	"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	143-2	IP					42757.33	27792.26	550	5589.16	550	5081.05	N/A	N/A	N/A	N/A	N/A	5589.16	N/A	5233.48	N/A	N/A	4711.99	N/A	4623.08	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4667.53	N/A
2/15/2024	DRG	5559	APR-DRG 143-3	"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	143-3	IP					13057.65	8487.47	550	7873.93	550	7158.12	N/A	N/A	N/A	N/A	N/A	7873.93	N/A	7372.86	N/A	N/A	6549.1	N/A	6425.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6487.32	N/A
2/15/2024	DRG	5560	APR-DRG 143-4	"OTHER RESPIRATORY DIAGNOSES EXCEPT SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	143-4	IP					42659.9	27728.94	550	12915.97	550	11741.79	N/A	N/A	N/A	N/A	N/A	12915.97	N/A	12094.04	N/A	N/A	10603.24	N/A	10403.18	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10503.21	N/A
2/15/2024	DRG	5561	APR-DRG 144-1	"RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	144-1	IP					21327.8	13863.07	550	4067.72	550	3697.93	N/A	N/A	N/A	N/A	N/A	4067.72	N/A	3808.87	N/A	N/A	3488.65	N/A	3422.83	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3455.74	N/A
2/15/2024	DRG	5562	APR-DRG 144-2	"RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	144-2	IP					36594.21	23786.24	550	5959.9	550	5418.09	N/A	N/A	N/A	N/A	N/A	5959.9	N/A	5580.63	N/A	N/A	5010.09	N/A	4915.56	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4962.82	N/A
2/15/2024	DRG	5563	APR-DRG 144-3	"RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	144-3	IP					18580.2	12077.13	550	7741.31	550	7037.55	N/A	N/A	N/A	N/A	N/A	7741.31	N/A	7248.68	N/A	N/A	6442.46	N/A	6320.9	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6381.68	N/A
2/15/2024	DRG	5564	APR-DRG 144-4	"RESPIRATORY SIGNS, SYMPTOMS AND MISCELLANEOUS DIAGNOSES"	144-4	IP					32767.15	21298.65	550	11763.79	550	10694.35	N/A	N/A	N/A	N/A	N/A	11763.79	N/A	11015.18	N/A	N/A	9676.8	N/A	9494.22	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9585.51	N/A
2/15/2024	DRG	5565	APR-DRG 145-1	ACUTE BRONCHITIS AND RELATED SYMPTOMS	145-1	IP					25265.36	16422.48	550	3736.91	550	3397.19	N/A	N/A	N/A	N/A	N/A	3736.91	N/A	3499.11	N/A	N/A	3222.65	N/A	3161.85	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3192.25	N/A
2/15/2024	DRG	5566	APR-DRG 145-2	ACUTE BRONCHITIS AND RELATED SYMPTOMS	145-2	IP					10677.16	6940.15	550	4493.48	550	4084.98	N/A	N/A	N/A	N/A	N/A	4493.48	N/A	4207.53	N/A	N/A	3830.99	N/A	3758.71	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3794.85	N/A
2/15/2024	DRG	5567	APR-DRG 145-3	ACUTE BRONCHITIS AND RELATED SYMPTOMS	145-3	IP					14682.55	9543.66	550	6883.01	550	6257.28	N/A	N/A	N/A	N/A	N/A	6883.01	N/A	6445	N/A	N/A	5752.33	N/A	5643.8	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5698.07	N/A
2/15/2024	DRG	5568	APR-DRG 145-4	ACUTE BRONCHITIS AND RELATED SYMPTOMS	145-4	IP					145025.51	94266.58	550	12253.59	550	11139.63	N/A	N/A	N/A	N/A	N/A	12253.59	N/A	11473.82	N/A	N/A	10070.65	N/A	9880.63	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9975.64	N/A
2/15/2024	DRG	5569	APR-DRG 160-1	MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY	160-1	IP					136568.64	88769.62	550	27782.1	550	25256.45	N/A	N/A	N/A	N/A	N/A	27782.1	N/A	26014.14	N/A	N/A	22556.63	N/A	22131.03	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	22343.83	N/A
2/15/2024	DRG	5570	APR-DRG 160-2	MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY	160-2	IP					187029.49	121569.17	550	31470	550	28609.09	N/A	N/A	N/A	N/A	N/A	31470	N/A	29467.36	N/A	N/A	25521.96	N/A	25040.41	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	25281.19	N/A
2/15/2024	DRG	5571	APR-DRG 160-3	MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY	160-3	IP					639230.07	415499.55	550	85090.73	550	57798.99	N/A	N/A	N/A	N/A	N/A	63578.89	N/A	59532.96	N/A	N/A	85090.73	N/A	83485.24	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	84287.98	N/A
2/15/2024	DRG	5572	APR-DRG 160-4	MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY	160-4	IP					420304.81	273198.13	550	110208.96	550	100189.96	N/A	N/A	N/A	N/A	N/A	110208.96	N/A	103195.66	N/A	N/A	88833.47	N/A	87157.37	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	87995.42	N/A
2/15/2024	DRG	5573	APR-DRG 161-1	IMPLANTABLE HEART ASSIST SYSTEMS	161-1	IP					117988.01	76692.21	550	196258.91	550	178417.19	N/A	N/A	N/A	N/A	N/A	196258.91	N/A	183769.71	N/A	N/A	158023.52	N/A	155041.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	156532.73	N/A
2/15/2024	DRG	5574	APR-DRG 161-2	IMPLANTABLE HEART ASSIST SYSTEMS	161-2	IP					176854.75	114955.59	550	196258.91	550	178417.19	N/A	N/A	N/A	N/A	N/A	196258.91	N/A	183769.71	N/A	N/A	158023.52	N/A	155041.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	156532.73	N/A
2/15/2024	DRG	5575	APR-DRG 161-3	IMPLANTABLE HEART ASSIST SYSTEMS	161-3	IP					1009142.27	655942.48	550	196258.91	550	178417.19	N/A	N/A	N/A	N/A	N/A	196258.91	N/A	183769.71	N/A	N/A	185441.95	N/A	181943.05	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	183692.5	N/A
2/15/2024	DRG	5576	APR-DRG 161-4	IMPLANTABLE HEART ASSIST SYSTEMS	161-4	IP					580874.55	377568.46	550	253462.02	550	230420.02	N/A	N/A	N/A	N/A	N/A	253462.02	N/A	237332.62	N/A	N/A	204018.73	N/A	200169.32	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	202094.02	N/A
2/15/2024	DRG	5577	APR-DRG 162-1	CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	162-1	IP					130686.99	84946.54	550	23751.33	550	21592.12	N/A	N/A	N/A	N/A	N/A	23751.33	N/A	22239.88	N/A	N/A	19315.62	N/A	18951.17	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	19133.39	N/A
2/15/2024	DRG	5578	APR-DRG 162-2	CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	162-2	IP					168176.69	109314.85	550	33006.5	550	30005.91	N/A	N/A	N/A	N/A	N/A	33006.5	N/A	30906.09	N/A	N/A	26757.41	N/A	26252.55	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	26504.98	N/A
2/15/2024	DRG	5579	APR-DRG 162-3	CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	162-3	IP					482952.76	313919.29	550	47571.26	550	38509.43	N/A	N/A	N/A	N/A	N/A	42360.37	N/A	39664.71	N/A	N/A	47571.26	N/A	46673.69	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	47122.48	N/A
2/15/2024	DRG	5580	APR-DRG 162-4	CARDIAC VALVE PROCEDURES WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	162-4	IP					488530.78	317545.01	550	58273.19	550	52975.63	N/A	N/A	N/A	N/A	N/A	58273.19	N/A	54564.9	N/A	N/A	50181.12	N/A	49234.31	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	49707.71	N/A
2/15/2024	DRG	5581	APR-DRG 163-1	CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	163-1	IP					108414.03	70469.12	550	24596.07	550	22360.06	N/A	N/A	N/A	N/A	N/A	24596.07	N/A	23030.86	N/A	N/A	19994.84	N/A	19617.58	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	19806.21	N/A
2/15/2024	DRG	5582	APR-DRG 163-2	CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	163-2	IP					119320.41	77558.27	550	27069.24	550	24608.4	N/A	N/A	N/A	N/A	N/A	27069.24	N/A	25346.65	N/A	N/A	21983.45	N/A	21568.66	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21776.06	N/A
2/15/2024	DRG	5583	APR-DRG 163-3	CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	163-3	IP					113151.02	73548.16	550	35106.65	550	31915.14	N/A	N/A	N/A	N/A	N/A	35106.65	N/A	32872.59	N/A	N/A	28446.08	N/A	27909.36	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	28177.72	N/A
2/15/2024	DRG	5584	APR-DRG 163-4	CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	163-4	IP					188172.34	122312.02	550	58933.31	550	53575.74	N/A	N/A	N/A	N/A	N/A	58933.31	N/A	55183.01	N/A	N/A	47604.33	N/A	46706.14	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	47155.24	N/A
2/15/2024	DRG	5585	APR-DRG 165-1	CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	165-1	IP					202551.25	131658.31	550	25773.12	550	23430.11	N/A	N/A	N/A	N/A	N/A	25773.12	N/A	24133.01	N/A	N/A	20941.28	N/A	20546.16	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20743.72	N/A
2/15/2024	DRG	5586	APR-DRG 165-2	CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	165-2	IP					164487.33	106916.76	550	25773.12	550	23430.11	N/A	N/A	N/A	N/A	N/A	25773.12	N/A	24133.01	N/A	N/A	20941.28	N/A	20546.16	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20743.72	N/A
2/15/2024	DRG	5587	APR-DRG 165-3	CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	165-3	IP					167291.7	108739.61	550	30421.05	550	27655.5	N/A	N/A	N/A	N/A	N/A	30421.05	N/A	28485.17	N/A	N/A	24678.53	N/A	24212.9	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	24445.71	N/A
2/15/2024	DRG	5588	APR-DRG 165-4	CORONARY BYPASS WITH AMI OR COMPLEX PRINCIPAL DIAGNOSIS	165-4	IP					131760.42	85644.27	550	42287.28	550	38442.98	N/A	N/A	N/A	N/A	N/A	42287.28	N/A	39596.27	N/A	N/A	34219.79	N/A	33574.13	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	33896.96	N/A
2/15/2024	DRG	5589	APR-DRG 166-1	CORONARY BYPASS WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	166-1	IP					85953.18	55869.57	1608	20858.44	1736.64	18962.22	N/A	N/A	N/A	N/A	N/A	20858.44	N/A	19531.09	N/A	N/A	16989.53	N/A	16668.97	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	16829.25	N/A
2/15/2024	DRG	5590	APR-DRG 166-2	CORONARY BYPASS WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	166-2	IP					144558.22	93962.84	1608	22097.28	1736.64	20088.44	N/A	N/A	N/A	N/A	N/A	22097.28	N/A	20691.09	N/A	N/A	17985.65	N/A	17646.29	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17815.97	N/A
2/15/2024	DRG	5591	APR-DRG 166-3	CORONARY BYPASS WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	166-3	IP					154159.3	100203.55	1608	26712.81	1736.64	24284.37	N/A	N/A	N/A	N/A	N/A	26712.81	N/A	25012.9	N/A	N/A	21696.84	N/A	21287.47	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21492.16	N/A
2/15/2024	DRG	5592	APR-DRG 166-4	CORONARY BYPASS WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS	166-4	IP					232792.94	151315.41	1608	39004.04	1736.64	35458.22	N/A	N/A	N/A	N/A	N/A	39004.04	N/A	36521.97	N/A	N/A	31579.84	N/A	30983.99	N/A	N/A	N/A	N/A	N/A	N/A	1640.16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	31281.92	N/A
2/15/2024	DRG	5593	APR-DRG 167-1	OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES	167-1	IP					64505.84	41928.8	550	18107.21	550	16461.1	N/A	N/A	N/A	N/A	N/A	18107.21	N/A	16954.93	N/A	N/A	14777.35	N/A	14498.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14637.94	N/A
2/15/2024	DRG	5594	APR-DRG 167-2	OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES	167-2	IP					87790.85	57064.05	550	19645.97	550	17859.97	N/A	N/A	N/A	N/A	N/A	19645.97	N/A	18395.77	N/A	N/A	16014.63	N/A	15712.47	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15863.55	N/A
2/15/2024	DRG	5595	APR-DRG 167-3	OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES	167-3	IP					66391.05	43154.18	550	29843.08	550	27130.07	N/A	N/A	N/A	N/A	N/A	29843.08	N/A	27943.97	N/A	N/A	24213.79	N/A	23756.93	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	23985.36	N/A
2/15/2024	DRG	5596	APR-DRG 167-4	OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES	167-4	IP					221684.65	144095.02	550	46587.82	550	42352.56	N/A	N/A	N/A	N/A	N/A	46587.82	N/A	43623.14	N/A	N/A	37677.72	N/A	36966.82	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	37322.27	N/A
2/15/2024	DRG	5597	APR-DRG 169-1	MAJOR ABDOMINAL VASCULAR PROCEDURES	169-1	IP					106625.23	69306.4	550	15930.94	550	14482.67	N/A	N/A	N/A	N/A	N/A	15930.94	N/A	14917.15	N/A	N/A	13027.48	N/A	12781.68	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	12904.58	N/A
2/15/2024	DRG	5598	APR-DRG 169-2	MAJOR ABDOMINAL VASCULAR PROCEDURES	169-2	IP					102448.72	66591.67	550	16655.11	550	15141.01	N/A	N/A	N/A	N/A	N/A	16655.11	N/A	15595.24	N/A	N/A	13609.76	N/A	13352.98	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13481.37	N/A
2/15/2024	DRG	5599	APR-DRG 169-3	MAJOR ABDOMINAL VASCULAR PROCEDURES	169-3	IP					96247.32	62560.76	550	25549.32	550	23226.65	N/A	N/A	N/A	N/A	N/A	25549.32	N/A	23923.45	N/A	N/A	20761.32	N/A	20369.6	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20565.46	N/A
2/15/2024	DRG	5600	APR-DRG 169-4	MAJOR ABDOMINAL VASCULAR PROCEDURES	169-4	IP					100991.26	65644.32	550	38396.68	550	34906.07	N/A	N/A	N/A	N/A	N/A	38396.68	N/A	35953.25	N/A	N/A	31091.47	N/A	30504.84	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30798.16	N/A
2/15/2024	DRG	5601	APR-DRG 170-2	"PERMANENT CARDIAC PACEMAKER IMPLANT WITH AMI, HEART FAILURE OR SHOCK"	170-2	IP					90804.63	59023.01	550	17856.28	550	16232.98	N/A	N/A	N/A	N/A	N/A	17856.28	N/A	16719.97	N/A	N/A	14575.59	N/A	14300.58	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14438.09	N/A
2/15/2024	DRG	5602	APR-DRG 170-3	"PERMANENT CARDIAC PACEMAKER IMPLANT WITH AMI, HEART FAILURE OR SHOCK"	170-3	IP					285357.3	185482.25	550	17856.28	550	16232.98	N/A	N/A	N/A	N/A	N/A	17856.28	N/A	16719.97	N/A	N/A	14575.59	N/A	14300.58	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14438.09	N/A
2/15/2024	DRG	5603	APR-DRG 170-4	"PERMANENT CARDIAC PACEMAKER IMPLANT WITH AMI, HEART FAILURE OR SHOCK"	170-4	IP					275148.02	178846.21	550	17856.28	550	16232.98	N/A	N/A	N/A	N/A	N/A	17856.28	N/A	16719.97	N/A	N/A	14575.59	N/A	14300.58	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14438.09	N/A
2/15/2024	DRG	5604	APR-DRG 171-1	"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT AMI, HEART FAILURE OR SHOCK"	171-1	IP					50852.9	33054.39	550	11343.3	550	10312.09	N/A	N/A	N/A	N/A	N/A	11343.3	N/A	10621.45	N/A	N/A	9338.71	N/A	9162.5	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9250.61	N/A
2/15/2024	DRG	5605	APR-DRG 171-2	"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT AMI, HEART FAILURE OR SHOCK"	171-2	IP					152919.9	99397.94	550	13478.12	550	12252.84	N/A	N/A	N/A	N/A	N/A	13478.12	N/A	12620.43	N/A	N/A	11055.25	N/A	10846.66	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10950.95	N/A
2/15/2024	DRG	5606	APR-DRG 171-3	"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT AMI, HEART FAILURE OR SHOCK"	171-3	IP					119081.41	77402.92	550	16422.26	550	14929.33	N/A	N/A	N/A	N/A	N/A	16422.26	N/A	15377.21	N/A	N/A	13422.55	N/A	13169.29	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13295.92	N/A
2/15/2024	DRG	5607	APR-DRG 171-4	"PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT AMI, HEART FAILURE OR SHOCK"	171-4	IP					319219.71	207492.81	550	30175.39	550	27432.17	N/A	N/A	N/A	N/A	N/A	30175.39	N/A	28255.14	N/A	N/A	24481.01	N/A	24019.1	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	24250.05	N/A
2/15/2024	DRG	5608	APR-DRG 173-1	OTHER VASCULAR PROCEDURES	173-1	IP					78832	51240.8	550	11936.34	550	10851.22	N/A	N/A	N/A	N/A	N/A	11936.34	N/A	11176.76	N/A	N/A	9815.56	N/A	9630.36	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9722.96	N/A
2/15/2024	DRG	5609	APR-DRG 173-2	OTHER VASCULAR PROCEDURES	173-2	IP					36006.75	23404.39	550	14750.12	550	13409.2	N/A	N/A	N/A	N/A	N/A	14750.12	N/A	13811.48	N/A	N/A	12078.03	N/A	11850.14	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11964.09	N/A
