	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																									
2/15/2024	DRG	5493	APR-DRG 589-1	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-1	IP					207541	134901.65	1632	87054.12	71709.14	N/A	N/A	N/A	N/A	78880.05	N/A	73860.41	N/A	N/A	84175.32	84175.32	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	84175.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	84175.32	N/A	N/A	N/A
2/15/2024	DRG	5494	APR-DRG 589-2	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-2	IP					33354	21680.1	1632	73353.98	61121.42	N/A	N/A	N/A	N/A	67233.56	N/A	62955.06	N/A	N/A	55146.54	55146.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	55146.54	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	55146.54	N/A	N/A	N/A
2/15/2024	DRG	5495	APR-DRG 589-3	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-3	IP					2588272.66	1682377.23	1632	1283951.12	1079070.39	N/A	N/A	N/A	N/A	1186977.43	N/A	1111442.5	N/A	N/A	1241492.09	1241492.09	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	1241492.09	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1241492.09	N/A	N/A	N/A
2/15/2024	DRG	5496	APR-DRG 589-4	"NEONATE BIRTH WEIGHT < 500 GRAMS, OR BIRTH WEIGHT 500-999 GRAMS AND GESTATIONAL AGE <24 WEEKS, OR BIRTH WEIGHT 500-749 GRAMS WITH MAJOR ANOMALY OR WITHOUT LIFE SUSTAINING INTERVENTION"	589-4	IP					6732	4375.8	1632	70662.97	64239.06	N/A	N/A	N/A	N/A	70662.97	N/A	66166.23	N/A	N/A	57958.36	57958.36	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	57958.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57958.36	N/A	N/A	N/A
2/15/2024	DRG	5497	APR-DRG 591-1	NEONATE BIRTH WEIGHT 500-749 GRAMS WITHOUT MAJOR PROCEDURE	591-1	IP					1815	1179.75	1632	58497.12	53179.2	N/A	N/A	N/A	N/A	58497.12	N/A	54774.58	N/A	N/A	47983.41	47983.41	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	47983.41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	47983.41	N/A	N/A	N/A
2/15/2024	DRG	5498	APR-DRG 591-2	NEONATE BIRTH WEIGHT 500-749 GRAMS WITHOUT MAJOR PROCEDURE	591-2	IP					588987.01	382841.56	1632	278036.16	232266.58	N/A	N/A	N/A	N/A	255493.24	N/A	239234.58	N/A	N/A	268841.77	268841.77	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	268841.77	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	268841.77	N/A	N/A	N/A
2/15/2024	DRG	5499	APR-DRG 591-3	NEONATE BIRTH WEIGHT 500-749 GRAMS WITHOUT MAJOR PROCEDURE	591-3	IP					1675014.64	1088759.52	1632	825501.02	693376.28	N/A	N/A	N/A	N/A	762713.91	N/A	714177.57	N/A	N/A	798202.49	798202.49	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	798202.49	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	798202.49	N/A	N/A	N/A
2/15/2024	DRG	5500	APR-DRG 591-4	NEONATE BIRTH WEIGHT 500-749 GRAMS WITHOUT MAJOR PROCEDURE	591-4	IP					1500105	975068.25	1632	742848.24	625029.29	N/A	N/A	N/A	N/A	687532.22	N/A	643780.17	N/A	N/A	718282.96	718282.96	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	718282.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	718282.96	N/A	N/A	N/A
2/15/2024	DRG	5501	APR-DRG 593-1	NEONATE BIRTH WEIGHT 750-999 GRAMS WITHOUT MAJOR PROCEDURE	593-1	IP					1908	1240.2	1632	59679.19	54253.81	N/A	N/A	N/A	N/A	59679.19	N/A	55881.42	N/A	N/A	48952.61	48952.61	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	48952.61	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	48952.61	N/A	N/A	N/A
2/15/2024	DRG	5502	APR-DRG 593-2	NEONATE BIRTH WEIGHT 750-999 GRAMS WITHOUT MAJOR PROCEDURE	593-2	IP					403301	262145.65	1632	184806.67	153828.86	N/A	N/A	N/A	N/A	169211.75	N/A	158443.73	N/A	N/A	178695.29	178695.29	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	178695.29	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	178695.29	N/A	N/A	N/A
2/15/2024	DRG	5503	APR-DRG 593-3	NEONATE BIRTH WEIGHT 750-999 GRAMS WITHOUT MAJOR PROCEDURE	593-3	IP					752808	489325.2	1632	363396.49	304801.06	N/A	N/A	N/A	N/A	335281.17	N/A	313945.09	N/A	N/A	351379.32	351379.32	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	351379.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	351379.32	N/A	N/A	N/A
2/15/2024	DRG	5504	APR-DRG 593-4	NEONATE BIRTH WEIGHT 750-999 GRAMS WITHOUT MAJOR PROCEDURE	593-4	IP					990884	644074.6	1632	487813.27	410604.74	N/A	N/A	N/A	N/A	451665.21	N/A	422922.88	N/A	N/A	471681.75	471681.75	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	471681.75	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	471681.75	N/A	N/A	N/A
2/15/2024	DRG	5505	APR-DRG 602-1	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	602-1	IP					385006	250253.9	1632	173594.31	143927.76	N/A	N/A	N/A	N/A	158320.54	N/A	148245.59	N/A	N/A	167853.71	167853.71	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	167853.71	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	167853.71	N/A	N/A	N/A
2/15/2024	DRG	5506	APR-DRG 602-2	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	602-2	IP					713583	463828.95	1632	340875.36	285200.77	N/A	N/A	N/A	N/A	313720.85	N/A	293756.79	N/A	N/A	329602.94	329602.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	329602.94	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	329602.94	N/A	N/A	N/A
2/15/2024	DRG	5507	APR-DRG 602-3	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	602-3	IP					850361	552734.65	1632	411509.23	345080.22	N/A	N/A	N/A	N/A	379588.24	N/A	355432.63	N/A	N/A	397901.02	397901.02	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	397901.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	397901.02	N/A	N/A	N/A
2/15/2024	DRG	5508	APR-DRG 602-4	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	602-4	IP					861472	559956.8	1632	418759.35	351565.74	N/A	N/A	N/A	N/A	386722.31	N/A	362112.71	N/A	N/A	404911.38	404911.38	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	404911.38	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	404911.38	N/A	N/A	N/A
2/15/2024	DRG	5509	APR-DRG 603-1	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	603-1	IP					38202.44	24831.59	1632	26075.36	23704.87	N/A	N/A	N/A	N/A	26075.36	N/A	24416.02	N/A	N/A	21400.35	21400.35	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	21400.35	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	21400.35	N/A	N/A	N/A
2/15/2024	DRG	5510	APR-DRG 603-2	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	603-2	IP					591272.21	384326.94	1632	277253.41	231162.64	N/A	N/A	N/A	N/A	254278.9	N/A	238097.52	N/A	N/A	268084.91	268084.91	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	268084.91	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	268084.91	N/A	N/A	N/A
2/15/2024	DRG	5511	APR-DRG 603-3	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	603-3	IP					463918.66	301547.13	1632	215306.71	179504.78	N/A	N/A	N/A	N/A	197455.26	N/A	184889.92	N/A	N/A	208186.72	208186.72	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	208186.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	208186.72	N/A	N/A	N/A
2/15/2024	DRG	5512	APR-DRG 603-4	NEONATE BIRTH WEIGHT 1000-1249 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	603-4	IP					693353.3	450679.65	1632	330625.43	276555.63	N/A	N/A	N/A	N/A	304211.19	N/A	284852.3	N/A	N/A	319691.96	319691.96	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	319691.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	319691.96	N/A	N/A	N/A
2/15/2024	DRG	5513	APR-DRG 607-1	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	607-1	IP					70508.69	45830.65	1632	37387.58	33988.71	N/A	N/A	N/A	N/A	37387.58	N/A	35008.37	N/A	N/A	30675.4	30675.4	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	30675.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30675.4	N/A	N/A	N/A
2/15/2024	DRG	5514	APR-DRG 607-2	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	607-2	IP					480104	312067.6	1632	222603.66	185452.61	N/A	N/A	N/A	N/A	203997.87	N/A	191016.19	N/A	N/A	215242.37	215242.37	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	215242.37	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	215242.37	N/A	N/A	N/A
2/15/2024	DRG	5515	APR-DRG 607-3	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	607-3	IP					715283	464933.95	1632	342629.61	286884.55	N/A	N/A	N/A	N/A	315573.01	N/A	295491.09	N/A	N/A	331299.18	331299.18	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	331299.18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	331299.18	N/A	N/A	N/A
2/15/2024	DRG	5516	APR-DRG 607-4	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION OR MAJOR ANOMALY	607-4	IP					1365907.92	887840.15	1632	672203.77	564839.46	N/A	N/A	N/A	N/A	621323.41	N/A	581784.64	N/A	N/A	649974.64	649974.64	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	649974.64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	649974.64	N/A	N/A	N/A
2/15/2024	DRG	5517	APR-DRG 608-1	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	608-1	IP					495276	321929.4	1632	227995.82	189475.72	N/A	N/A	N/A	N/A	208423.29	N/A	195159.99	N/A	N/A	220456.22	220456.22	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	220456.22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	220456.22	N/A	N/A	N/A
2/15/2024	DRG	5518	APR-DRG 608-2	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	608-2	IP					303433	197231.45	1632	132340.8	109150.93	N/A	N/A	N/A	N/A	120066.02	N/A	112425.46	N/A	N/A	127964.42	127964.42	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	127964.42	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	127964.42	N/A	N/A	N/A
2/15/2024	DRG	5519	APR-DRG 608-3	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	608-3	IP					754926.86	490702.46	1632	360770.98	301740.76	N/A	N/A	N/A	N/A	331914.84	N/A	310792.98	N/A	N/A	348840.63	348840.63	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	348840.63	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	348840.63	N/A	N/A	N/A
2/15/2024	DRG	5520	APR-DRG 608-4	NEONATE BIRTH WEIGHT 1250-1499 GRAMS WITH OR WITHOUT SIGNIFICANT CONDITION	608-4	IP					356791	231914.15	1632	160659.45	133329.29	N/A	N/A	N/A	N/A	146662.22	N/A	137329.17	N/A	N/A	155346.6	155346.6	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	155346.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	155346.6	N/A	N/A	N/A
2/15/2024	DRG	5521	APR-DRG 609-1	NEONATE BIRTH WEIGHT 1500-2499 GRAMS WITH MAJOR PROCEDURE	609-1	IP					55130.2	35834.63	1632	80146.76	72860.69	N/A	N/A	N/A	N/A	80146.76	N/A	75046.51	N/A	N/A	65734.26	65734.26	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	65734.26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65734.26	N/A	N/A	N/A
2/15/2024	DRG	5522	APR-DRG 609-2	NEONATE BIRTH WEIGHT 1500-2499 GRAMS WITH MAJOR PROCEDURE	609-2	IP					97811.25	63577.31	1632	80146.76	72860.69	N/A	N/A	N/A	N/A	80146.76	N/A	75046.51	N/A	N/A	65734.26	65734.26	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	65734.26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65734.26	N/A	N/A	N/A
2/15/2024	DRG	5523	APR-DRG 609-3	NEONATE BIRTH WEIGHT 1500-2499 GRAMS WITH MAJOR PROCEDURE	609-3	IP					269569.61	175220.25	1632	119673.01	99493.21	N/A	N/A	N/A	N/A	109442.53	N/A	102478.01	N/A	N/A	115715.54	115715.54	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	115715.54	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	115715.54	N/A	N/A	N/A
2/15/2024	DRG	5524	APR-DRG 609-4	NEONATE BIRTH WEIGHT 1500-2499 GRAMS WITH MAJOR PROCEDURE	609-4	IP					1232236.05	800953.43	1632	613915.44	517835.78	N/A	N/A	N/A	N/A	569619.36	N/A	533370.85	N/A	N/A	593613.85	593613.85	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	593613.85	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	593613.85	N/A	N/A	N/A
2/15/2024	DRG	5525	APR-DRG 611-1	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH MAJOR ANOMALY	611-1	IP					307680	199992	1632	132868.78	109224.92	N/A	N/A	N/A	N/A	120147.41	N/A	112501.67	N/A	N/A	128474.94	128474.94	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	128474.94	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	128474.94	N/A	N/A	N/A
2/15/2024	DRG	5526	APR-DRG 611-2	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH MAJOR ANOMALY	611-2	IP					2178.7	1416.16	1632	31980.44	29073.13	N/A	N/A	N/A	N/A	31980.44	N/A	29945.32	N/A	N/A	26242.01	26242.01	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	26242.01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	26242.01	N/A	N/A	N/A
2/15/2024	DRG	5527	APR-DRG 611-3	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH MAJOR ANOMALY	611-3	IP					203.4	132.21	1632	43345.36	39404.87	N/A	N/A	N/A	N/A	43345.36	N/A	40587.02	N/A	N/A	35560.27	35560.27	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	35560.27	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	35560.27	N/A	N/A	N/A
2/15/2024	DRG	5528	APR-DRG 611-4	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH MAJOR ANOMALY	611-4	IP					1467012.67	953558.24	1632	721163.17	605614.83	N/A	N/A	N/A	N/A	666176.31	N/A	623783.27	N/A	N/A	697315	697315	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	697315	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	697315	N/A	N/A	N/A
2/15/2024	DRG	5529	APR-DRG 612-1	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	612-1	IP					335158	217852.7	1632	147728.99	121972.94	N/A	N/A	N/A	N/A	134170.23	N/A	125632.13	N/A	N/A	142843.73	142843.73	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	142843.73	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	142843.73	N/A	N/A	N/A
2/15/2024	DRG	5530	APR-DRG 612-2	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	612-2	IP					351791	228664.15	1632	157106.33	130099.28	N/A	N/A	N/A	N/A	143109.21	N/A	134002.26	N/A	N/A	151910.97	151910.97	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	151910.97	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	151910.97	N/A	N/A	N/A
2/15/2024	DRG	5531	APR-DRG 612-3	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	612-3	IP					757447	492340.55	1632	361704.71	302449.82	N/A	N/A	N/A	N/A	332694.8	N/A	311523.31	N/A	N/A	349743.48	349743.48	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	349743.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	349743.48	N/A	N/A	N/A
2/15/2024	DRG	5532	APR-DRG 612-4	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	612-4	IP					625748.92	406736.8	1632	297886.59	249288.99	N/A	N/A	N/A	N/A	274217.89	N/A	256767.66	N/A	N/A	288035.77	288035.77	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	288035.77	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	288035.77	N/A	N/A	N/A
2/15/2024	DRG	5533	APR-DRG 613-1	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH CONGENITAL OR PERINATAL INFECTION	613-1	IP					457090.57	297108.87	1632	208058.86	172525.47	N/A	N/A	N/A	N/A	189778.02	N/A	177701.23	N/A	N/A	201178.55	201178.55	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	201178.55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	201178.55	N/A	N/A	N/A
2/15/2024	DRG	5534	APR-DRG 613-2	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH CONGENITAL OR PERINATAL INFECTION	613-2	IP					53762.96	34945.92	1632	24538.48	22307.71	N/A	N/A	N/A	N/A	24538.48	N/A	22976.94	N/A	N/A	20140.25	20140.25	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	20140.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20140.25	N/A	N/A	N/A
2/15/2024	DRG	5535	APR-DRG 613-3	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH CONGENITAL OR PERINATAL INFECTION	613-3	IP					251767	163648.55	1632	105767.84	86648.09	N/A	N/A	N/A	N/A	95312.9	N/A	89247.53	N/A	N/A	102270.2	102270.2	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	102270.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	102270.2	N/A	N/A	N/A
2/15/2024	DRG	5536	APR-DRG 613-4	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH CONGENITAL OR PERINATAL INFECTION	613-4	IP					444333.02	288816.46	1632	202555.6	168103.52	N/A	N/A	N/A	N/A	184913.87	N/A	173146.63	N/A	N/A	195857.28	195857.28	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	195857.28	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	195857.28	N/A	N/A	N/A
2/15/2024	DRG	5537	APR-DRG 614-1	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH OR WITHOUT OTHER SIGNIFICANT CONDITION	614-1	IP					8284.3	5384.8	1632	12238.27	11125.7	N/A	N/A	N/A	N/A	12238.27	N/A	11459.47	N/A	N/A	10055.13	10055.13	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	10055.13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10055.13	N/A	N/A	N/A
2/15/2024	DRG	5538	APR-DRG 614-2	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH OR WITHOUT OTHER SIGNIFICANT CONDITION	614-2	IP					65283.85	42434.5	1632	18852.08	17138.25	N/A	N/A	N/A	N/A	18852.08	N/A	17652.4	N/A	N/A	15477.88	15477.88	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	15477.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	15477.88	N/A	N/A	N/A
2/15/2024	DRG	5539	APR-DRG 614-3	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH OR WITHOUT OTHER SIGNIFICANT CONDITION	614-3	IP					521161	338754.65	1632	242188.44	201692.57	N/A	N/A	N/A	N/A	221861.83	N/A	207743.35	N/A	N/A	234179.5	234179.5	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	234179.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	234179.5	N/A	N/A	N/A
2/15/2024	DRG	5540	APR-DRG 614-4	NEONATE BIRTH WEIGHT 1500-1999 GRAMS WITH OR WITHOUT OTHER SIGNIFICANT CONDITION	614-4	IP					4296.3	2792.6	1632	37777.51	34343.19	N/A	N/A	N/A	N/A	37777.51	N/A	35373.49	N/A	N/A	30995.11	30995.11	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	30995.11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	30995.11	N/A	N/A	N/A
2/15/2024	DRG	5541	APR-DRG 621-1	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH MAJOR ANOMALY	621-1	IP					7422	4824.3	1230.51	6040.74	5491.58	N/A	N/A	N/A	N/A	6040.74	N/A	5656.33	N/A	N/A	4973.69	4973.69	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	4973.69	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4973.69	N/A	N/A	N/A
2/15/2024	DRG	5542	APR-DRG 621-2	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH MAJOR ANOMALY	621-2	IP					1160	754	1632	17207.19	15642.9	N/A	N/A	N/A	N/A	17207.19	N/A	16112.19	N/A	N/A	14129.21	14129.21	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	14129.21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	14129.21	N/A	N/A	N/A
2/15/2024	DRG	5543	APR-DRG 621-3	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH MAJOR ANOMALY	621-3	IP					275.45	179.04	1632	41315.81	37559.83	N/A	N/A	N/A	N/A	41315.81	N/A	38686.62	N/A	N/A	33896.22	33896.22	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	33896.22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	33896.22	N/A	N/A	N/A
2/15/2024	DRG	5544	APR-DRG 621-4	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH MAJOR ANOMALY	621-4	IP					1331706.75	865609.39	1632	653033.8	548249.89	N/A	N/A	N/A	N/A	603074.88	N/A	564697.39	N/A	N/A	631438.6	631438.6	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	631438.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	631438.6	N/A	N/A	N/A
2/15/2024	DRG	5545	APR-DRG 622-1	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	622-1	IP					218983	142338.95	1632	88410.28	71837.42	N/A	N/A	N/A	N/A	79021.16	N/A	73992.54	N/A	N/A	85486.64	85486.64	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	85486.64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	85486.64	N/A	N/A	N/A
2/15/2024	DRG	5546	APR-DRG 622-2	NEONATE BIRTH WEIGHT 2000-2499 GRAMS WITH RESPIRATORY DISTRESS SYNDROME OR OTHER MAJOR RESPIRATORY CONDITION	622-2	IP					14813.15	9628.55	1632	24476.13	22251.03	N/A	N/A	N/A	N/A	24476.13	N/A	22918.56	N/A	N/A	20089.12	20089.12	N/A	N/A	N/A	N/A	N/A	N/A	1632	N/A	20089.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	20089.12	N/A	N/A	N/A
